|year|player|year_on_ballot|year_on_ballot_int|votes|votes_pct|votes_pct_num
1983|1968|Bob Lemon|4th|4|47|16.6%|16.6
1984|1968|Al Dark|3rd|3|36|12.7%|12.7
1985|1968|Terry Moore|8th|8|33|11.7%|11.7
1986|1968|Phil Cavarretta|5th|5|23|8.1%|8.1
1987|1968|Tommy Henrich|8th|8|22|7.8%|7.8
1988|1968|Mickey Vernon|3rd|3|22|7.8%|7.8
1989|1968|Bobo Newsom|6th|6|22|7.8%|7.8
1990|1968|Frankie Crosetti|6th|6|15|5.3%|5.3
1991|1968|Ted Kluszewski|2nd|2|14|4.9%|4.9
1992|1968|Bobby Thomson|3rd|3|13|4.6%|4.6
1993|1968|Charlie Keller|7th|7|11|3.9%|3.9
1994|1968|Sal Maglie|2nd|2|11|3.9%|3.9
1995|1968|Don Newcombe|3rd|3|9|3.2%|3.2
1996|1968|Carl Erskine|2nd|2|9|3.2%|3.2
1997|1968|Dom DiMaggio|4th|4|8|2.8%|2.8
1998|1968|Walker Cooper|1st|1|8|2.8%|2.8
1999|1968|Johnny Sain|3rd|3|7|2.5%|2.5
2000|1968|Schoolboy Rowe|3rd|3|6|2.1%|2.1
2001|1968|Richie Ashburn|1st|1|6|2.1%|2.1
2002|1968|Dixie Walker|3rd|3|6|2.1%|2.1
2003|1968|Ewell Blackwell|1st|1|5|1.8%|1.8
2004|1968|Dutch Leonard|2nd|2|5|1.8%|1.8
2005|1968|Wally Moses|3rd|3|4|1.4%|1.4
2006|1968|Gil McDougald|3rd|3|4|1.4%|1.4
2007|1968|Frank McCormick|4th|4|3|1.1%|1.1
2008|1968|Harry Brecheen|2nd|2|3|1.1%|1.1
2009|1968|Jackie Jensen|2nd|2|3|1.1%|1.1
2010|1968|Preacher Roe|3rd|3|2|0.7%|0.7
2011|1968|Augie Galan|1st|1|2|0.7%|0.7
2012|1968|Eddie Lopat|1st|1|2|0.7%|0.7
2013|1968|Vic Raschi|3rd|3|1|0.4%|0.4
2014|1969|Stan Musial|1st|1|317|93.2%|93.2
2015|1969|Roy Campanella|5th|5|270|79.4%|79.4
2016|1969|Lou Boudreau|9th|9|218|64.1%|64.1
2017|1969|Ralph Kiner|7th|7|137|40.3%|40.3
2018|1969|Enos Slaughter|4th|4|128|37.6%|37.6
2019|1969|Johnny Mize|7th|7|116|34.1%|34.1
2020|1969|Marty Marion|8th|8|112|32.9%|32.9
2021|1969|Allie Reynolds|8th|8|98|28.8%|28.8
2022|1969|Joe Gordon|11th|11|97|28.5%|28.5
2023|1969|Early Wynn|1st|1|95|27.9%|27.9
2024|1969|Johnny Vander Meer|10th|10|95|27.9%|27.9
2025|1969|Pee Wee Reese|5th|5|89|26.2%|26.2
2026|1969|Hal Newhouser|6th|6|82|24.1%|24.1
2027|1969|Gil Hodges|1st|1|82|24.1%|24.1
2028|1969|Phil Rizzuto|7th|7|78|22.9%|22.9
2029|1969|Red Schoendienst|1st|1|65|19.1%|19.1
2030|1969|Bobby Doerr|10th|10|62|18.2%|18.2
2031|1969|George Kell|5th|5|60|17.6%|17.6
2032|1969|Bob Lemon|5th|5|56|16.5%|16.5
2033|1969|Tommy Henrich|9th|9|50|14.7%|14.7
2034|1969|Al Dark|4th|4|48|14.1%|14.1
2035|1969|Phil Cavarretta|6th|6|37|10.9%|10.9
2036|1969|Bobo Newsom|7th|7|32|9.4%|9.4
2037|1969|Mickey Vernon|4th|4|21|6.2%|6.2
2038|1969|Bucky Walters|12th|12|20|5.9%|5.9
2039|1969|Schoolboy Rowe|4th|4|17|5.0%|5.0
2040|1969|Charlie Keller|8th|8|14|4.1%|4.1
2041|1969|Dom DiMaggio|5th|5|13|3.8%|3.8
2042|1969|Ted Kluszewski|3rd|3|11|3.2%|3.2
2043|1969|Ewell Blackwell|2nd|2|11|3.2%|3.2
2044|1969|Richie Ashburn|2nd|2|10|2.9%|2.9
2045|1969|Dixie Walker|4th|4|9|2.6%|2.6
2046|1969|Johnny Sain|4th|4|8|2.4%|2.4
2047|1969|Minnie Minoso|1st|1|6|1.8%|1.8
2048|1969|Bobby Thomson|4th|4|6|1.8%|1.8
2049|1969|Walker Cooper|2nd|2|5|1.5%|1.5
2050|1969|Wally Moses|4th|4|4|1.2%|1.2
2051|1969|Dutch Leonard|3rd|3|4|1.2%|1.2
2052|1969|Carl Erskine|3rd|3|4|1.2%|1.2
2053|1969|Don Newcombe|4th|4|3|0.9%|0.9
2054|1969|Vic Raschi|4th|4|3|0.9%|0.9
2055|1969|Mort Cooper|4th|4|3|0.9%|0.9
2056|1969|Gil McDougald|4th|4|3|0.9%|0.9
2057|1969|Harry Brecheen|3rd|3|2|0.6%|0.6
2058|1969|Eddie Lopat|2nd|2|2|0.6%|0.6
2059|1969|Jackie Jensen|3rd|3|1|0.3%|0.3
2060|1970|Lou Boudreau|10th|10|232|77.3%|77.3
2061|1970|Ralph Kiner|8th|8|167|55.7%|55.7
2062|1970|Gil Hodges|2nd|2|145|48.3%|48.3
2063|1970|Early Wynn|2nd|2|140|46.7%|46.7
2064|1970|Enos Slaughter|5th|5|133|44.3%|44.3
2065|1970|Johnny Mize|8th|8|126|42.0%|42.0
2066|1970|Marty Marion|9th|9|120|40.0%|40.0
2067|1970|Pee Wee Reese|6th|6|97|32.3%|32.3
2068|1970|Red Schoendienst|2nd|2|97|32.3%|32.3
2069|1970|George Kell|6th|6|90|30.0%|30.0
2070|1970|Allie Reynolds|9th|9|89|29.7%|29.7
2071|1970|Johnny Vander Meer|11th|11|88|29.3%|29.3
2072|1970|Hal Newhouser|7th|7|80|26.7%|26.7
2073|1970|Joe Gordon|12th|12|79|26.3%|26.3
2074|1970|Phil Rizzuto|8th|8|79|26.3%|26.3
2075|1970|Bobby Doerr|11th|11|75|25.0%|25.0
2076|1970|Bob Lemon|6th|6|75|25.0%|25.0
2077|1970|Tommy Henrich|10th|10|62|20.7%|20.7
2078|1970|Al Dark|5th|5|55|18.3%|18.3
2079|1970|Phil Cavarretta|7th|7|51|17.0%|17.0
2080|1970|Duke Snider|1st|1|51|17.0%|17.0
2081|1970|Bucky Walters|13th|13|29|9.7%|9.7
2082|1970|Dom DiMaggio|6th|6|15|5.0%|5.0
2083|1970|Ewell Blackwell|3rd|3|14|4.7%|4.7
2084|1970|Bobo Newsom|8th|8|12|4.0%|4.0
2085|1970|Richie Ashburn|3rd|3|11|3.7%|3.7
2086|1970|Mickey Vernon|5th|5|10|3.3%|3.3
2087|1970|Johnny Sain|5th|5|9|3.0%|3.0
2088|1970|Walker Cooper|3rd|3|9|3.0%|3.0
2089|1970|Ted Kluszewski|4th|4|8|2.7%|2.7
2090|1970|Bobby Shantz|1st|1|7|2.3%|2.3
2091|1970|Charlie Keller|9th|9|7|2.3%|2.3
2092|1970|Billy Pierce|1st|1|5|1.7%|1.7
2093|1970|Wally Moses|5th|5|5|1.7%|1.7
2094|1970|Don Newcombe|5th|5|5|1.7%|1.7
2095|1970|Dutch Leonard|4th|4|5|1.7%|1.7
2096|1970|Bobby Thomson|5th|5|4|1.3%|1.3
2097|1970|Harry Brecheen|4th|4|3|1.0%|1.0
2098|1970|Augie Galan|2nd|2|3|1.0%|1.0
2099|1970|Carl Furillo|3rd|3|2|0.7%|0.7
2100|1970|Vic Wertz|1st|1|2|0.7%|0.7
2101|1970|Carl Erskine|4th|4|2|0.7%|0.7
2102|1970|Preacher Roe|4th|4|1|0.3%|0.3
2103|1970|Gil McDougald|5th|5|1|0.3%|0.3
2104|1970|Jackie Jensen|4th|4|1|0.3%|0.3
2105|1970|Eddie Lopat|3rd|3|1|0.3%|0.3
2106|1971|Yogi Berra|1st|1|242|67.2%|67.2
2107|1971|Early Wynn|3rd|3|240|66.7%|66.7
2108|1971|Ralph Kiner|9th|9|212|58.9%|58.9
2109|1971|Gil Hodges|3rd|3|180|50.0%|50.0
2110|1971|Enos Slaughter|6th|6|165|45.8%|45.8
2111|1971|Johnny Mize|9th|9|157|43.6%|43.6
2112|1971|Pee Wee Reese|7th|7|127|35.3%|35.3
2113|1971|Marty Marion|10th|10|123|34.2%|34.2
2114|1971|Red Schoendienst|3rd|3|123|34.2%|34.2
2115|1971|Allie Reynolds|10th|10|110|30.6%|30.6
2116|1971|George Kell|7th|7|105|29.2%|29.2
2117|1971|Johnny Vander Meer|12th|12|98|27.2%|27.2
2118|1971|Hal Newhouser|8th|8|94|26.1%|26.1
2119|1971|Phil Rizzuto|9th|9|92|25.6%|25.6
2120|1971|Bob Lemon|7th|7|90|25.0%|25.0
2121|1971|Duke Snider|2nd|2|89|24.7%|24.7
2122|1971|Phil Cavarretta|8th|8|83|23.1%|23.1
2123|1971|Bobby Doerr|12th|12|78|21.7%|21.7
2124|1971|Al Dark|6th|6|54|15.0%|15.0
2125|1971|Nellie Fox|1st|1|39|10.8%|10.8
2126|1971|Bobo Newsom|9th|9|17|4.7%|4.7
2127|1971|Dom DiMaggio|7th|7|15|4.2%|4.2
2128|1971|Charlie Keller|10th|10|14|3.9%|3.9
2129|1971|Mickey Vernon|6th|6|12|3.3%|3.3
2130|1971|Johnny Sain|6th|6|11|3.1%|3.1
2131|1971|Harvey Haddix|1st|1|10|2.8%|2.8
2132|1971|Richie Ashburn|4th|4|10|2.8%|2.8
2133|1971|Ted Kluszewski|5th|5|9|2.5%|2.5
2134|1971|Don Newcombe|6th|6|8|2.2%|2.2
2135|1971|Harry Brecheen|5th|5|7|1.9%|1.9
2136|1971|Wally Moses|6th|6|7|1.9%|1.9
2137|1971|Billy Pierce|2nd|2|7|1.9%|1.9
2138|1971|Walker Cooper|4th|4|7|1.9%|1.9
2139|1971|Bobby Shantz|2nd|2|5|1.4%|1.4
2140|1971|Carl Furillo|4th|4|5|1.4%|1.4
2141|1971|Roy Sievers|1st|1|4|1.1%|1.1
2142|1971|Bobby Thomson|6th|6|4|1.1%|1.1
2143|1971|Gil McDougald|6th|6|4|1.1%|1.1
2144|1971|Eddie Lopat|4th|4|4|1.1%|1.1
2145|1971|Preacher Roe|5th|5|3|0.8%|0.8
2146|1971|Dutch Leonard|5th|5|3|0.8%|0.8
2147|1971|Carl Erskine|5th|5|3|0.8%|0.8
2148|1971|Vic Wertz|2nd|2|2|0.6%|0.6
2149|1971|Wally Moon|1st|1|2|0.6%|0.6
2150|1971|Vic Raschi|5th|5|2|0.6%|0.6
2151|1971|Vic Power|1st|1|2|0.6%|0.6
2152|1971|Jackie Jensen|5th|5|2|0.6%|0.6
2153|1971|Bill Bruton|1st|1|1|0.3%|0.3
2154|1972|Sandy Koufax|1st|1|344|86.9%|86.9
2155|1972|Yogi Berra|2nd|2|339|85.6%|85.6
2156|1972|Early Wynn|4th|4|301|76.0%|76.0
2157|1972|Ralph Kiner|10th|10|235|59.3%|59.3
2158|1972|Gil Hodges|4th|4|161|40.7%|40.7
2159|1972|Johnny Mize|10th|10|157|39.6%|39.6
2160|1972|Enos Slaughter|7th|7|149|37.6%|37.6
2161|1972|Pee Wee Reese|8th|8|129|32.6%|32.6
2162|1972|Marty Marion|11th|11|120|30.3%|30.3
2163|1972|Bob Lemon|8th|8|117|29.5%|29.5
2164|1972|George Kell|8th|8|115|29.0%|29.0
2165|1972|Allie Reynolds|11th|11|105|26.5%|26.5
2166|1972|Red Schoendienst|4th|4|104|26.3%|26.3
2167|1972|Phil Rizzuto|10th|10|103|26.0%|26.0
2168|1972|Hal Newhouser|9th|9|92|23.2%|23.2
2169|1972|Duke Snider|3rd|3|84|21.2%|21.2
2170|1972|Nellie Fox|2nd|2|64|16.2%|16.2
2171|1972|Phil Cavarretta|9th|9|61|15.4%|15.4
2172|1972|Al Dark|7th|7|55|13.9%|13.9
2173|1972|Dom DiMaggio|8th|8|36|9.1%|9.1
2174|1972|Bobo Newsom|10th|10|31|7.8%|7.8
2175|1972|Charlie Keller|11th|11|24|6.1%|6.1
2176|1972|Johnny Sain|7th|7|21|5.3%|5.3
2177|1972|Mickey Vernon|7th|7|12|3.0%|3.0
2178|1972|Richie Ashburn|5th|5|11|2.8%|2.8
2179|1972|Bobby Thomson|7th|7|10|2.5%|2.5
2180|1972|Ted Kluszewski|6th|6|10|2.5%|2.5
2181|1972|Roy McMillan|1st|1|9|2.3%|2.3
2182|1972|Harvey Haddix|2nd|2|9|2.3%|2.3
2183|1972|Bobby Shantz|3rd|3|9|2.3%|2.3
2184|1972|Walker Cooper|5th|5|8|2.0%|2.0
2185|1972|Bobby Richardson|1st|1|8|2.0%|2.0
2186|1972|Don Newcombe|7th|7|7|1.8%|1.8
2187|1972|Dutch Leonard|6th|6|5|1.3%|1.3
2188|1972|Harry Brecheen|6th|6|5|1.3%|1.3
2189|1972|Vic Raschi|6th|6|4|1.0%|1.0
2190|1972|Billy Pierce|3rd|3|4|1.0%|1.0
2191|1972|Gil McDougald|7th|7|4|1.0%|1.0
2192|1972|Carl Erskine|6th|6|4|1.0%|1.0
2193|1972|Vic Wertz|3rd|3|4|1.0%|1.0
2194|1972|Vic Power|2nd|2|3|0.8%|0.8
2195|1972|Roy Sievers|2nd|2|3|0.8%|0.8
2196|1972|Eddie Lopat|5th|5|2|0.5%|0.5
2197|1972|Preacher Roe|6th|6|2|0.5%|0.5
2198|1972|Carl Furillo|5th|5|2|0.5%|0.5
2199|1972|Jackie Jensen|6th|6|1|0.3%|0.3
2200|1973|Warren Spahn|1st|1|316|83.2%|83.2
2201|1973|Whitey Ford|1st|1|255|67.1%|67.1
2202|1973|Ralph Kiner|11th|11|235|61.8%|61.8
2203|1973|Gil Hodges|5th|5|218|57.4%|57.4
2204|1973|Robin Roberts|1st|1|213|56.1%|56.1
2205|1973|Bob Lemon|9th|9|177|46.6%|46.6
2206|1973|Johnny Mize|11th|11|157|41.3%|41.3
2207|1973|Enos Slaughter|8th|8|145|38.2%|38.2
2208|1973|Marty Marion|12th|12|127|33.4%|33.4
2209|1973|Pee Wee Reese|9th|9|126|33.2%|33.2
2210|1973|George Kell|9th|9|114|30.0%|30.0
2211|1973|Phil Rizzuto|11th|11|111|29.2%|29.2
2212|1973|Duke Snider|4th|4|101|26.6%|26.6
2213|1973|Red Schoendienst|5th|5|96|25.3%|25.3
2214|1973|Allie Reynolds|12th|12|93|24.5%|24.5
2215|1973|Hal Newhouser|10th|10|79|20.8%|20.8
2216|1973|Nellie Fox|3rd|3|73|19.2%|19.2
2217|1973|Phil Cavarretta|10th|10|73|19.2%|19.2
2218|1973|Al Dark|8th|8|53|13.9%|13.9
2219|1973|Johnny Sain|8th|8|47|12.4%|12.4
2220|1973|Dom DiMaggio|9th|9|43|11.3%|11.3
2221|1973|Bobo Newsom|11th|11|33|8.7%|8.7
2222|1973|Richie Ashburn|6th|6|25|6.6%|6.6
2223|1973|Mickey Vernon|8th|8|23|6.1%|6.1
2224|1973|Ted Kluszewski|7th|7|14|3.7%|3.7
2225|1973|Lew Burdette|1st|1|12|3.2%|3.2
2226|1973|Don Newcombe|8th|8|11|2.9%|2.9
2227|1973|Vern Law|1st|1|9|2.4%|2.4
2228|1973|Walker Cooper|6th|6|8|2.1%|2.1
2229|1973|Vic Raschi|7th|7|7|1.8%|1.8
2230|1973|Dick Groat|1st|1|7|1.8%|1.8
2231|1973|Dutch Leonard|7th|7|6|1.6%|1.6
2232|1973|Roy McMillan|2nd|2|5|1.3%|1.3
2233|1973|Bobby Shantz|4th|4|5|1.3%|1.3
2234|1973|Curt Simmons|1st|1|5|1.3%|1.3
2235|1973|Billy Pierce|4th|4|4|1.1%|1.1
2236|1973|Carl Erskine|7th|7|4|1.1%|1.1
2237|1973|Bobby Thomson|8th|8|3|0.8%|0.8
2238|1973|Harry Brecheen|7th|7|3|0.8%|0.8
2239|1973|Bobby Richardson|2nd|2|2|0.5%|0.5
2240|1973|Gil McDougald|8th|8|2|0.5%|0.5
2241|1973|Vic Wertz|4th|4|2|0.5%|0.5
2242|1973|Harvey Haddix|3rd|3|1|0.3%|0.3
2243|1973|Smoky Burgess|1st|1|1|0.3%|0.3
2244|1974|Mickey Mantle|1st|1|322|88.2%|88.2
2245|1974|Whitey Ford|2nd|2|284|77.8%|77.8
2246|1974|Robin Roberts|2nd|2|224|61.4%|61.4
2247|1974|Ralph Kiner|12th|12|215|58.9%|58.9
2248|1974|Gil Hodges|6th|6|198|54.2%|54.2
2249|1974|Bob Lemon|10th|10|190|52.1%|52.1
2250|1974|Enos Slaughter|9th|9|145|39.7%|39.7
2251|1974|Pee Wee Reese|10th|10|141|38.6%|38.6
2252|1974|Eddie Mathews|1st|1|118|32.3%|32.3
2253|1974|Phil Rizzuto|12th|12|111|30.4%|30.4
2254|1974|Duke Snider|5th|5|111|30.4%|30.4
2255|1974|Red Schoendienst|6th|6|110|30.1%|30.1
2256|1974|Allie Reynolds|13th|13|101|27.7%|27.7
2257|1974|George Kell|10th|10|94|25.8%|25.8
2258|1974|Nellie Fox|4th|4|79|21.6%|21.6
2259|1974|Roger Maris|1st|1|78|21.4%|21.4
2260|1974|Hal Newhouser|11th|11|73|20.0%|20.0
2261|1974|Phil Cavarretta|11th|11|61|16.7%|16.7
2262|1974|Richie Ashburn|7th|7|56|15.3%|15.3
2263|1974|Al Dark|9th|9|54|14.8%|14.8
2264|1974|Johnny Sain|9th|9|51|14.0%|14.0
2265|1974|Don Larsen|1st|1|29|7.9%|7.9
2266|1974|Ted Kluszewski|8th|8|28|7.7%|7.7
2267|1974|Mickey Vernon|9th|9|27|7.4%|7.4
2268|1974|Elston Howard|1st|1|19|5.2%|5.2
2269|1974|Carl Erskine|8th|8|11|3.0%|3.0
2270|1974|Walker Cooper|7th|7|9|2.5%|2.5
2271|1974|Harvey Haddix|4th|4|8|2.2%|2.2
2272|1974|Lew Burdette|2nd|2|7|1.9%|1.9
2273|1974|Don Newcombe|9th|9|7|1.9%|1.9
2274|1974|Bobby Thomson|9th|9|6|1.6%|1.6
2275|1974|Bobby Richardson|3rd|3|5|1.4%|1.4
2276|1974|Vern Law|2nd|2|5|1.4%|1.4
2277|1974|Billy Pierce|5th|5|4|1.1%|1.1
2278|1974|Roy McMillan|3rd|3|4|1.1%|1.1
2279|1974|Dick Groat|2nd|2|4|1.1%|1.1
2280|1974|Vic Raschi|8th|8|3|0.8%|0.8
2281|1974|Gil McDougald|9th|9|3|0.8%|0.8
2282|1974|Bobby Shantz|5th|5|3|0.8%|0.8
2283|1974|Curt Simmons|2nd|2|3|0.8%|0.8
2284|1974|Bill Virdon|1st|1|3|0.8%|0.8
2285|1974|Rocky Colavito|1st|1|2|0.5%|0.5
2286|1974|Smoky Burgess|2nd|2|2|0.5%|0.5
2287|1974|Vic Wertz|5th|5|2|0.5%|0.5
2288|1975|Ralph Kiner|13th|13|273|75.4%|75.4
2289|1975|Robin Roberts|3rd|3|263|72.7%|72.7
2290|1975|Bob Lemon|11th|11|233|64.4%|64.4
2291|1975|Gil Hodges|7th|7|188|51.9%|51.9
2292|1975|Enos Slaughter|10th|10|177|48.9%|48.9
2293|1975|Hal Newhouser|12th|12|155|42.8%|42.8
2294|1975|Pee Wee Reese|11th|11|154|42.5%|42.5
2295|1975|Eddie Mathews|2nd|2|148|40.9%|40.9
2296|1975|Phil Cavarretta|12th|12|129|35.6%|35.6
2297|1975|Duke Snider|6th|6|129|35.6%|35.6
2298|1975|Johnny Sain|10th|10|123|34.0%|34.0
2299|1975|Phil Rizzuto|13th|13|117|32.3%|32.3
2300|1975|George Kell|11th|11|114|31.5%|31.5
2301|1975|Red Schoendienst|7th|7|94|26.0%|26.0
2302|1975|Nellie Fox|5th|5|76|21.0%|21.0
2303|1975|Don Drysdale|1st|1|76|21.0%|21.0
2304|1975|Richie Ashburn|8th|8|76|21.0%|21.0
2305|1975|Roger Maris|2nd|2|70|19.3%|19.3
2306|1975|Al Dark|10th|10|48|13.3%|13.3
2307|1975|Vic Raschi|9th|9|37|10.2%|10.2
2308|1975|Ted Kluszewski|9th|9|33|9.1%|9.1
2309|1975|Elston Howard|2nd|2|23|6.4%|6.4
2310|1975|Don Larsen|2nd|2|23|6.4%|6.4
2311|1975|Mickey Vernon|10th|10|22|6.1%|6.1
2312|1975|Walker Cooper|8th|8|13|3.6%|3.6
2313|1975|Lew Burdette|3rd|3|11|3.0%|3.0
2314|1975|Don Newcombe|10th|10|11|3.0%|3.0
2315|1975|Bobby Thomson|10th|10|10|2.8%|2.8
2316|1975|Ken Boyer|1st|1|9|2.5%|2.5
2317|1975|Harvey Haddix|5th|5|8|2.2%|2.2
2318|1975|Bill White|1st|1|7|1.9%|1.9
2319|1975|Vern Law|3rd|3|6|1.7%|1.7
2320|1975|Vic Wertz|6th|6|5|1.4%|1.4
2321|1975|Dick Groat|3rd|3|4|1.1%|1.1
2322|1975|Johnny Podres|1st|1|3|0.8%|0.8
2323|1975|Rocky Colavito|2nd|2|1|0.3%|0.3
2324|1975|Bill Virdon|2nd|2|1|0.3%|0.3
2325|1976|Robin Roberts|4th|4|337|86.9%|86.9
2326|1976|Bob Lemon|12th|12|305|78.6%|78.6
2327|1976|Gil Hodges|8th|8|233|60.1%|60.1
2328|1976|Enos Slaughter|11th|11|197|50.8%|50.8
2329|1976|Eddie Mathews|3rd|3|189|48.7%|48.7
2330|1976|Pee Wee Reese|12th|12|186|47.9%|47.9
2331|1976|Nellie Fox|6th|6|174|44.8%|44.8
2332|1976|Duke Snider|7th|7|159|41.0%|41.0
2333|1976|Phil Rizzuto|14th|14|149|38.4%|38.4
2334|1976|George Kell|12th|12|129|33.2%|33.2
2335|1976|Red Schoendienst|8th|8|129|33.2%|33.2
2336|1976|Don Drysdale|2nd|2|114|29.4%|29.4
2337|1976|Roger Maris|3rd|3|87|22.4%|22.4
2338|1976|Richie Ashburn|9th|9|85|21.9%|21.9
2339|1976|Al Dark|11th|11|62|16.0%|16.0
2340|1976|Walker Cooper|9th|9|56|14.4%|14.4
2341|1976|Elston Howard|3rd|3|55|14.2%|14.2
2342|1976|Mickey Vernon|11th|11|52|13.4%|13.4
2343|1976|Ted Kluszewski|10th|10|50|12.9%|12.9
2344|1976|Don Larsen|3rd|3|47|12.1%|12.1
2345|1976|Roy Face|1st|1|23|5.9%|5.9
2346|1976|Don Newcombe|11th|11|21|5.4%|5.4
2347|1976|Lew Burdette|4th|4|21|5.4%|5.4
2348|1976|Del Crandall|1st|1|15|3.9%|3.9
2349|1976|Ken Boyer|2nd|2|15|3.9%|3.9
2350|1976|Bobby Thomson|11th|11|9|2.3%|2.3
2351|1976|Vern Law|4th|4|9|2.3%|2.3
2352|1976|Harvey Haddix|6th|6|8|2.1%|2.1
2353|1976|Dick Groat|4th|4|7|1.8%|1.8
2354|1976|Bill White|2nd|2|7|1.8%|1.8
2355|1976|Vic Wertz|7th|7|5|1.3%|1.3
2356|1976|Johnny Podres|2nd|2|2|0.5%|0.5
2357|1977|Ernie Banks|1st|1|321|83.8%|83.8
2358|1977|Eddie Mathews|4th|4|239|62.4%|62.4
2359|1977|Gil Hodges|9th|9|224|58.5%|58.5
2360|1977|Enos Slaughter|12th|12|222|58.0%|58.0
2361|1977|Duke Snider|8th|8|212|55.4%|55.4
2362|1977|Don Drysdale|3rd|3|197|51.4%|51.4
2363|1977|Pee Wee Reese|13th|13|163|42.6%|42.6
2364|1977|Nellie Fox|7th|7|152|39.7%|39.7
2365|1977|Jim Bunning|1st|1|146|38.1%|38.1
2366|1977|George Kell|13th|13|141|36.8%|36.8
2367|1977|Richie Ashburn|10th|10|139|36.3%|36.3
2368|1977|Red Schoendienst|9th|9|105|27.4%|27.4
2369|1977|Lew Burdette|5th|5|85|22.2%|22.2
2370|1977|Roger Maris|4th|4|82|21.4%|21.4
2371|1977|Al Dark|12th|12|66|17.2%|17.2
2372|1977|Harvey Kuenn|1st|1|57|14.9%|14.9
2373|1977|Ted Kluszewski|11th|11|55|14.4%|14.4
2374|1977|Mickey Vernon|12th|12|52|13.6%|13.6
2375|1977|Walker Cooper|10th|10|45|11.7%|11.7
2376|1977|Elston Howard|4th|4|43|11.2%|11.2
2377|1977|Don Newcombe|12th|12|43|11.2%|11.2
2378|1977|Don Larsen|4th|4|39|10.2%|10.2
2379|1977|Roy Face|2nd|2|33|8.6%|8.6
2380|1977|Curt Flood|1st|1|16|4.2%|4.2
2381|1977|Ken Boyer|3rd|3|14|3.7%|3.7
2382|1977|Bobby Thomson|12th|12|10|2.6%|2.6
2383|1977|Del Crandall|2nd|2|8|2.1%|2.1
2384|1977|Harvey Haddix|7th|7|7|1.8%|1.8
2385|1977|Vern Law|5th|5|5|1.3%|1.3
2386|1977|Bill White|3rd|3|4|1.0%|1.0
2387|1977|Vic Wertz|8th|8|4|1.0%|1.0
2388|1977|Dick Groat|5th|5|4|1.0%|1.0
2389|1977|Johnny Podres|3rd|3|3|0.8%|0.8
2390|1977|Camilo Pascual|1st|1|3|0.8%|0.8
2391|1978|Eddie Mathews|5th|5|301|79.4%|79.4
2392|1978|Enos Slaughter|13th|13|261|68.9%|68.9
2393|1978|Duke Snider|9th|9|254|67.0%|67.0
2394|1978|Gil Hodges|10th|10|226|59.6%|59.6
2395|1978|Don Drysdale|4th|4|219|57.8%|57.8
2396|1978|Jim Bunning|2nd|2|181|47.8%|47.8
2397|1978|Pee Wee Reese|14th|14|169|44.6%|44.6
2398|1978|Hoyt Wilhelm|1st|1|158|41.7%|41.7
2399|1978|Richie Ashburn|11th|11|158|41.7%|41.7
2400|1978|Nellie Fox|8th|8|149|39.3%|39.3
2401|1978|Red Schoendienst|10th|10|130|34.3%|34.3
2402|1978|Maury Wills|1st|1|115|30.3%|30.3
2403|1978|Roger Maris|5th|5|83|21.9%|21.9
2404|1978|Lew Burdette|6th|6|76|20.1%|20.1
2405|1978|Mickey Vernon|13th|13|66|17.4%|17.4
2406|1978|Al Dark|13th|13|60|15.8%|15.8
2407|1978|Harvey Kuenn|2nd|2|58|15.3%|15.3
2408|1978|Ted Kluszewski|12th|12|51|13.5%|13.5
2409|1978|Don Newcombe|13th|13|48|12.7%|12.7
2410|1978|Elston Howard|5th|5|41|10.8%|10.8
2411|1978|Don Larsen|5th|5|32|8.4%|8.4
2412|1978|Roy Face|3rd|3|27|7.1%|7.1
2413|1978|Bill Mazeroski|1st|1|23|6.1%|6.1
2414|1978|Ken Boyer|4th|4|18|4.7%|4.7
2415|1978|Curt Flood|2nd|2|8|2.1%|2.1
2416|1978|Harvey Haddix|8th|8|7|1.8%|1.8
2417|1978|Vern Law|6th|6|6|1.6%|1.6
2418|1978|Del Crandall|3rd|3|6|1.6%|1.6
2419|1978|Bobby Thomson|13th|13|5|1.3%|1.3
2420|1978|Vic Wertz|9th|9|4|1.1%|1.1
2421|1978|Dick Groat|6th|6|3|0.8%|0.8
2422|1978|Jim Maloney|1st|1|2|0.5%|0.5
2423|1978|Denny McLain|1st|1|1|0.3%|0.3
2424|1978|Camilo Pascual|2nd|2|1|0.3%|0.3
2425|1978|Clete Boyer|1st|1|1|0.3%|0.3
2426|1978|Pedro Ramos|1st|1|0|0.0%|0.0
2427|1978|Mudcat Grant|1st|1|0|0.0%|0.0
2428|1979|Willie Mays|1st|1|409|94.7%|94.7
2429|1979|Duke Snider|10th|10|308|71.3%|71.3
2430|1979|Enos Slaughter|14th|14|297|68.8%|68.8
2431|1979|Gil Hodges|11th|11|242|56.0%|56.0
2432|1979|Don Drysdale|5th|5|233|53.9%|53.9
2433|1979|Nellie Fox|9th|9|174|40.3%|40.3
2434|1979|Hoyt Wilhelm|2nd|2|168|38.9%|38.9
2435|1979|Maury Wills|2nd|2|166|38.4%|38.4
2436|1979|Red Schoendienst|11th|11|159|36.8%|36.8
2437|1979|Jim Bunning|3rd|3|147|34.0%|34.0
2438|1979|Richie Ashburn|12th|12|130|30.1%|30.1
2439|1979|Roger Maris|6th|6|127|29.4%|29.4
