|year|player|year_on_ballot|year_on_ballot_int|votes|votes_pct|votes_pct_num
1526|1958|Dolph Camilli|3rd|3|4|1.5%|1.5
1527|1958|Cookie Lavagetto|1st|1|4|1.5%|1.5
1528|1958|Ernie Lombardi|4th|4|4|1.5%|1.5
1529|1958|Urban Shocker|5th|5|4|1.5%|1.5
1530|1958|George Uhle|2nd|2|4|1.5%|1.5
1531|1958|Charlie Berry|2nd|2|3|1.1%|1.1
1532|1958|Mort Cooper|2nd|2|3|1.1%|1.1
1533|1958|Tony Cuccinello|2nd|2|3|1.1%|1.1
1534|1958|Bill Doak|1st|1|3|1.1%|1.1
1535|1958|Lew Fonseca|4th|4|3|1.1%|1.1
1536|1958|Mike González|4th|4|3|1.1%|1.1
1537|1958|Frankie Gustine|1st|1|3|1.1%|1.1
1538|1958|Willie Kamm|1st|1|3|1.1%|1.1
1539|1958|Bob O'Farrell|2nd|2|3|1.1%|1.1
1540|1958|Luke Sewell|2nd|2|3|1.1%|1.1
1541|1958|Billy Werber|4th|4|3|1.1%|1.1
1542|1958|Jimmie Wilson|10th|10|3|1.1%|1.1
1543|1958|Wally Berger|2nd|2|2|0.8%|0.8
1544|1958|Ossie Bluege|5th|5|2|0.8%|0.8
1545|1958|Doc Cramer|2nd|2|2|0.8%|0.8
1546|1958|Tommy Holmes|1st|1|2|0.8%|0.8
1547|1958|George Kelly|5th|5|2|0.8%|0.8
1548|1958|Ray Kremer|2nd|2|2|0.8%|0.8
1549|1958|Freddy Leach|1st|1|2|0.8%|0.8
1550|1958|Joe McCarthy|5th|5|2|0.8%|0.8
1551|1958|Marty McManus|1st|1|2|0.8%|0.8
1552|1958|Lee Meadows|1st|1|2|0.8%|0.8
1553|1958|Van Mungo|3rd|3|2|0.8%|0.8
1554|1958|Cy Perkins|1st|1|2|0.8%|0.8
1555|1958|Bill Sherdel|8th|8|2|0.8%|0.8
1556|1958|Lon Warneke|2nd|2|2|0.8%|0.8
1557|1958|Earl Whitehill|2nd|2|2|0.8%|0.8
1558|1958|Sparky Adams|1st|1|1|0.4%|0.4
1559|1958|Jimmy Austin|1st|1|1|0.4%|0.4
1560|1958|Dick Bartell|3rd|3|1|0.4%|0.4
1561|1958|Larry Benton|1st|1|1|0.4%|0.4
1562|1958|Ray Blades|1st|1|1|0.4%|0.4
1563|1958|George Case|1st|1|1|0.4%|0.4
1564|1958|Sam Chapman|1st|1|1|0.4%|0.4
1565|1958|General Crowder|1st|1|1|0.4%|0.4
1566|1958|Harry Danning|1st|1|1|0.4%|0.4
1567|1958|Curt Davis|1st|1|1|0.4%|0.4
1568|1958|Jumbo Elliott|1st|1|1|0.4%|0.4
1569|1958|Rick Ferrell|2nd|2|1|0.4%|0.4
1570|1958|George Grantham|1st|1|1|0.4%|0.4
1571|1958|Mule Haas|3rd|3|1|0.4%|0.4
1572|1958|Bill Hallahan|3rd|3|1|0.4%|0.4
1573|1958|Bubbles Hargrave|2nd|2|1|0.4%|0.4
1574|1958|Billy Jurges|2nd|2|1|0.4%|0.4
1575|1958|Ken Keltner|1st|1|1|0.4%|0.4
1576|1958|Red Kress|1st|1|1|0.4%|0.4
1577|1958|Red Lucas|3rd|3|1|0.4%|0.4
1578|1958|Gus Mancuso|1st|1|1|0.4%|0.4
1579|1958|Bing Miller|1st|1|1|0.4%|0.4
1580|1958|Wally Moses|1st|1|1|0.4%|0.4
1581|1958|Johnny Mostil|2nd|2|1|0.4%|0.4
1582|1958|Charley O'Leary|2nd|2|1|0.4%|0.4
1583|1958|Monte Pearson|1st|1|1|0.4%|0.4
1584|1958|Wally Pipp|1st|1|1|0.4%|0.4
1585|1958|Hal Schumacher|4th|4|1|0.4%|0.4
1586|1958|Jack Scott|1st|1|1|0.4%|0.4
1587|1958|Joe Sewell|6th|6|1|0.4%|0.4
1588|1958|Rip Sewell|1st|1|1|0.4%|0.4
1589|1958|Warren Spahn|1st|1|1|0.4%|0.4
1590|1958|Riggs Stephenson|2nd|2|1|0.4%|0.4
1591|1958|Gus Suhr|2nd|2|1|0.4%|0.4
1592|1958|Clyde Sukeforth|1st|1|1|0.4%|0.4
1593|1958|Rube Walberg|1st|1|1|0.4%|0.4
1594|1958|Harry Walker|1st|1|1|0.4%|0.4
1595|1958|Ken Williams|2nd|2|1|0.4%|0.4
1596|1958|Whit Wyatt|1st|1|1|0.4%|0.4
1597|1958|Pep Young|1st|1|1|0.4%|0.4
1598|1958|Tom Zachary|1st|1|1|0.4%|0.4
1599|1960|Edd Roush|19th|19|146|54.3%|54.3
1600|1960|Sam Rice|12th|12|143|53.2%|53.2
1601|1960|Eppa Rixey|15th|15|142|52.8%|52.8
1602|1960|Burleigh Grimes|13th|13|92|34.2%|34.2
1603|1960|Jim Bottomley|11th|11|89|33.1%|33.1
1604|1960|Red Ruffing|11th|11|86|32.0%|32.0
1605|1960|Red Faber|15th|15|83|30.9%|30.9
1606|1960|Luke Appling|5th|5|72|26.8%|26.8
1607|1960|Kiki Cuyler|11th|11|72|26.8%|26.8
1608|1960|Hack Wilson|14th|14|72|26.8%|26.8
1609|1960|Tony Lazzeri|13th|13|59|21.9%|21.9
1610|1960|Lefty Gomez|14th|14|51|19.0%|19.0
1611|1960|Johnny Mize|1st|1|45|16.7%|16.7
1612|1960|Lefty O'Doul|9th|9|45|16.7%|16.7
1613|1960|Earle Combs|13th|13|43|16.0%|16.0
1614|1960|Hank Gowdy|17th|17|38|14.1%|14.1
1615|1960|Joe Medwick|4th|4|38|14.1%|14.1
1616|1960|Chuck Klein|10th|10|37|13.8%|13.8
1617|1960|Marty Marion|2nd|2|37|13.8%|13.8
1618|1960|Lou Boudreau|3rd|3|35|13.0%|13.0
1619|1960|Bucky Harris|10th|10|31|11.5%|11.5
1620|1960|Johnny Vander Meer|4th|4|31|11.5%|11.5
1621|1960|Dave Bancroft|15th|15|30|11.2%|11.2
1622|1960|Goose Goslin|8th|8|30|11.2%|11.2
1623|1960|Chick Hafey|11th|11|29|10.8%|10.8
1624|1960|Waite Hoyt|14th|14|29|10.8%|10.8
1625|1960|Pepper Martin|12th|12|29|10.8%|10.8
1626|1960|Jimmy Dykes|10th|10|27|10.0%|10.0
1627|1960|Al Lopez|6th|6|26|9.7%|9.7
1628|1960|Allie Reynolds|2nd|2|24|8.9%|8.9
1629|1960|Joe Sewell|7th|7|23|8.6%|8.6
1630|1960|Lloyd Waner|7th|7|22|8.2%|8.2
1631|1960|Jesse Haines|11th|11|20|7.4%|7.4
1632|1960|Heinie Manush|5th|5|20|7.4%|7.4
1633|1960|Bucky Walters|6th|6|19|7.1%|7.1
1634|1960|Nick Altrock|8th|8|18|6.7%|6.7
1635|1960|Glenn Wright|11th|11|18|6.7%|6.7
1636|1960|Bobby Doerr|4th|4|15|5.6%|5.6
1637|1960|Joe Judge|7th|7|15|5.6%|5.6
1638|1960|Freddie Fitzsimmons|6th|6|13|4.8%|4.8
1639|1960|Charlie Grimm|11th|11|13|4.8%|4.8
1640|1960|Howard Ehmke|10th|10|12|4.5%|4.5
1641|1960|Mel Harder|7th|7|12|4.5%|4.5
1642|1960|Eddie Rommel|8th|8|12|4.5%|4.5
1643|1960|Earl Averill|6th|6|11|4.1%|4.1
1644|1960|Joe Gordon|5th|5|11|4.1%|4.1
1645|1960|Travis Jackson|11th|11|11|4.1%|4.1
1646|1960|Wally Schang|5th|5|11|4.1%|4.1
1647|1960|Hal Schumacher|5th|5|11|4.1%|4.1
1648|1960|Cy Williams|13th|13|11|4.1%|4.1
1649|1960|Leo Durocher|6th|6|10|3.7%|3.7
1650|1960|Tommy Henrich|5th|5|10|3.7%|3.7
1651|1960|Bob Meusel|11th|11|10|3.7%|3.7
1652|1960|Red Rolfe|7th|7|10|3.7%|3.7
1653|1960|Arky Vaughan|6th|6|10|3.7%|3.7
1654|1960|Muddy Ruel|10th|10|9|3.3%|3.3
1655|1960|Frankie Crosetti|5th|5|8|3.0%|3.0
1656|1960|Paul Derringer|7th|7|8|3.0%|3.0
1657|1960|Joe Dugan|7th|7|8|3.0%|3.0
1658|1960|Wes Ferrell|5th|5|8|3.0%|3.0
1659|1960|Pete Reiser|2nd|2|8|3.0%|3.0
1660|1960|Harry Brecheen|1st|1|7|2.6%|2.6
1661|1960|Orval Grove|2nd|2|7|2.6%|2.6
1662|1960|Babe Herman|12th|12|7|2.6%|2.6
1663|1960|Charlie Keller|4th|4|7|2.6%|2.6
1664|1960|Terry Moore|4th|4|7|2.6%|2.6
1665|1960|Lefty Grove|5th|5|6|2.2%|2.2
1666|1960|Stan Hack|7th|7|6|2.2%|2.2
1667|1960|Freddie Lindstrom|4th|4|6|2.2%|2.2
1668|1960|Ernie Lombardi|5th|5|6|2.2%|2.2
1669|1960|Bing Miller|2nd|2|6|2.2%|2.2
1670|1960|Bobo Newsom|1st|1|6|2.2%|2.2
1671|1960|Jimmie Wilson|11th|11|6|2.2%|2.2
1672|1960|Moe Berg|2nd|2|5|1.9%|1.9
1673|1960|Max Bishop|4th|4|5|1.9%|1.9
1674|1960|George Kelly|6th|6|5|1.9%|1.9
1675|1960|Tommy Bridges|3rd|3|4|1.5%|1.5
1676|1960|Dom DiMaggio|1st|1|4|1.5%|1.5
1677|1960|Dolf Luque|9th|9|4|1.5%|1.5
1678|1960|Riggs Stephenson|3rd|3|4|1.5%|1.5
1679|1960|George Uhle|3rd|3|4|1.5%|1.5
1680|1960|Lon Warneke|3rd|3|4|1.5%|1.5
1681|1960|Hal White|1st|1|4|1.5%|1.5
1682|1960|Ossie Bluege|6th|6|3|1.1%|1.1
1683|1960|Dolph Camilli|4th|4|3|1.1%|1.1
1684|1960|Lew Fonseca|5th|5|3|1.1%|1.1
1685|1960|Pinky Higgins|4th|4|3|1.1%|1.1
1686|1960|Ralph Kiner|1st|1|3|1.1%|1.1
1687|1960|Red Kress|2nd|2|3|1.1%|1.1
1688|1960|Bob O'Farrell|3rd|3|3|1.1%|1.1
1689|1960|Schoolboy Rowe|2nd|2|3|1.1%|1.1
1690|1960|Luke Sewell|3rd|3|3|1.1%|1.1
1691|1960|Eddie Stanky|1st|1|3|1.1%|1.1
1692|1960|Earl Whitehill|3rd|3|3|1.1%|1.1
1693|1960|Hank Edwards|1st|1|2|0.7%|0.7
1694|1960|Bob Elliott|1st|1|2|0.7%|0.7
1695|1960|Mike González|5th|5|2|0.7%|0.7
1696|1960|Bill Hallahan|4th|4|2|0.7%|0.7
1697|1960|Tommy Holmes|2nd|2|2|0.7%|0.7
1698|1960|Cookie Lavagetto|2nd|2|2|0.7%|0.7
1699|1960|Dutch Leonard|1st|1|2|0.7%|0.7
1700|1960|Firpo Marberry|4th|4|2|0.7%|0.7
1701|1960|Marty McManus|2nd|2|2|0.7%|0.7
1702|1960|Van Mungo|4th|4|2|0.7%|0.7
1703|1960|Jack Quinn|4th|4|2|0.7%|0.7
1704|1960|Charlie Root|6th|6|2|0.7%|0.7
1705|1960|Bill Sherdel|9th|9|2|0.7%|0.7
1706|1960|Sparky Adams|2nd|2|1|0.4%|0.4
1707|1960|Dick Bartell|4th|4|1|0.4%|0.4
1708|1960|Ray Blades|2nd|2|1|0.4%|0.4
1709|1960|George Case|2nd|2|1|0.4%|0.4
1710|1960|Mort Cooper|3rd|3|1|0.4%|0.4
1711|1960|Doc Cramer|3rd|3|1|0.4%|0.4
1712|1960|General Crowder|2nd|2|1|0.4%|0.4
1713|1960|Harry Danning|2nd|2|1|0.4%|0.4
1714|1960|Rick Ferrell|3rd|3|1|0.4%|0.4
1715|1960|Heinie Groh|8th|8|1|0.4%|0.4
1716|1960|Mule Haas|4th|4|1|0.4%|0.4
1717|1960|Bubbles Hargrave|3rd|3|1|0.4%|0.4
1718|1960|Addie Joss|7th|7|1|0.4%|0.4
1719|1960|Willie Kamm|2nd|2|1|0.4%|0.4
1720|1960|Ken Keltner|2nd|2|1|0.4%|0.4
1721|1960|Freddy Leach|2nd|2|1|0.4%|0.4
1722|1960|Hans Lobert|4th|4|1|0.4%|0.4
1723|1960|Wally Moses|2nd|2|1|0.4%|0.4
1724|1960|Bill Nicholson|1st|1|1|0.4%|0.4
1725|1960|Charley O'Leary|3rd|3|1|0.4%|0.4
1726|1960|Johnny Pesky|1st|1|1|0.4%|0.4
1727|1960|Preacher Roe|1st|1|1|0.4%|0.4
1728|1960|Sibby Sisti|1st|1|1|0.4%|0.4
1729|1960|Gus Suhr|3rd|3|1|0.4%|0.4
1730|1960|Birdie Tebbetts|2nd|2|1|0.4%|0.4
1731|1960|Rube Walberg|2nd|2|1|0.4%|0.4
1732|1960|Tom Zachary|2nd|2|1|0.4%|0.4
1733|1962|Bob Feller|1st|1|150|93.8%|93.8
1734|1962|Jackie Robinson|1st|1|124|77.5%|77.5
1735|1962|Sam Rice|13th|13|81|50.6%|50.6
1736|1962|Red Ruffing|12th|12|72|45.0%|45.0
1737|1962|Eppa Rixey|16th|16|49|30.6%|30.6
1738|1962|Luke Appling|6th|6|48|30.0%|30.0
1739|1962|Phil Rizzuto|2nd|2|44|27.5%|27.5
1740|1962|Burleigh Grimes|14th|14|43|26.9%|26.9
1741|1962|Hack Wilson|15th|15|39|24.4%|24.4
1742|1962|Joe Medwick|5th|5|34|21.2%|21.2
1743|1962|Kiki Cuyler|12th|12|31|19.4%|19.4
1744|1962|Red Faber|16th|16|30|18.8%|18.8
1745|1962|Lefty Gomez|15th|15|20|12.5%|12.5
1746|1962|Jim Bottomley|12th|12|20|12.5%|12.5
1747|1962|Waite Hoyt|15th|15|18|11.2%|11.2
1748|1962|Chuck Klein|11th|11|18|11.2%|11.2
1749|1962|Marty Marion|3rd|3|16|10.0%|10.0
1750|1962|Heinie Manush|6th|6|15|9.4%|9.4
1751|1962|Allie Reynolds|3rd|3|15|9.4%|9.4
1752|1962|Goose Goslin|9th|9|14|8.8%|8.8
1753|1962|Johnny Mize|2nd|2|14|8.8%|8.8
1754|1962|Lefty O'Doul|10th|10|13|8.1%|8.1
1755|1962|Lou Boudreau|4th|4|12|7.5%|7.5
1756|1962|Al Lopez|7th|7|11|6.9%|6.9
1757|1962|Bobby Doerr|5th|5|10|6.2%|6.2
1758|1962|Tony Lazzeri|14th|14|8|5.0%|5.0
1759|1962|Freddie Lindstrom|5th|5|7|4.4%|4.4
1760|1962|Chick Hafey|12th|12|7|4.4%|4.4
1761|1962|Mel Harder|8th|8|7|4.4%|4.4
1762|1962|Earl Whitehill|4th|4|6|3.8%|3.8
1763|1962|Pepper Martin|13th|13|6|3.8%|3.8
1764|1962|Jimmy Dykes|11th|11|6|3.8%|3.8
1765|1962|Earle Combs|14th|14|6|3.8%|3.8
1766|1962|Arky Vaughan|7th|7|6|3.8%|3.8
1767|1962|Lloyd Waner|8th|8|5|3.1%|3.1
1768|1962|Ralph Kiner|2nd|2|5|3.1%|3.1
1769|1962|Bucky Walters|7th|7|5|3.1%|3.1
1770|1962|Ernie Lombardi|6th|6|5|3.1%|3.1
1771|1962|Johnny Vander Meer|5th|5|5|3.1%|3.1
1772|1962|Hal Newhouser|1st|1|4|2.5%|2.5
1773|1962|Billy Herman|4th|4|4|2.5%|2.5
1774|1962|Jimmie Wilson|12th|12|4|2.5%|2.5
1775|1962|Joe Gordon|6th|6|4|2.5%|2.5
1776|1962|Bobo Newsom|2nd|2|3|1.9%|1.9
1777|1962|Earl Averill|7th|7|3|1.9%|1.9
1778|1962|Tommy Henrich|6th|6|3|1.9%|1.9
1779|1962|Jesse Haines|12th|12|3|1.9%|1.9
1780|1962|Firpo Marberry|5th|5|2|1.2%|1.2
1781|1962|Fielder Jones|5th|5|2|1.2%|1.2
1782|1962|Phil Cavarretta|1st|1|2|1.2%|1.2
1783|1962|Lon Warneke|4th|4|2|1.2%|1.2
1784|1962|Spud Chandler|4th|4|2|1.2%|1.2
1785|1962|Charlie Grimm|12th|12|2|1.2%|1.2
1786|1962|Dom DiMaggio|2nd|2|2|1.2%|1.2
1787|1962|Luke Sewell|4th|4|1|0.6%|0.6
1788|1962|Leo Durocher|7th|7|1|0.6%|0.6
1789|1962|Rip Sewell|2nd|2|1|0.6%|0.6
1790|1962|Riggs Stephenson|4th|4|1|0.6%|0.6
1791|1962|Doc Cramer|4th|4|1|0.6%|0.6
1792|1962|Dixie Walker|1st|1|1|0.6%|0.6
1793|1962|Billy Cox|1st|1|1|0.6%|0.6
1794|1962|George Case|3rd|3|1|0.6%|0.6
1795|1962|Tommy Bridges|4th|4|1|0.6%|0.6
1796|1962|Glenn Wright|12th|12|1|0.6%|0.6
1797|1962|Rudy York|1st|1|1|0.6%|0.6
1798|1962|Hal Schumacher|6th|6|1|0.6%|0.6
1799|1962|Johnny Sain|1st|1|1|0.6%|0.6
1800|1962|Red Rolfe|8th|8|1|0.6%|0.6
1801|1962|Preacher Roe|2nd|2|1|0.6%|0.6
1802|1962|Bob Elliott|2nd|2|1|0.6%|0.6
1803|1962|Wes Ferrell|6th|6|1|0.6%|0.6
1804|1962|Freddie Fitzsimmons|7th|7|1|0.6%|0.6
1805|1962|Vic Raschi|1st|1|1|0.6%|0.6
1806|1962|Fred Hutchinson|1st|1|1|0.6%|0.6
1807|1962|Travis Jackson|12th|12|1|0.6%|0.6
1808|1962|Terry Moore|5th|5|1|0.6%|0.6
1809|1962|Charlie Keller|5th|5|1|0.6%|0.6
1810|1962|Frank McCormick|2nd|2|1|0.6%|0.6
1811|1962|George Kelly|7th|7|1|0.6%|0.6
1812|1964|Luke Appling|7th|7|142|70.6%|70.6
1813|1964|Red Ruffing|13th|13|141|70.1%|70.1
1814|1964|Roy Campanella|1st|1|115|57.2%|57.2
1815|1964|Joe Medwick|6th|6|108|53.7%|53.7
1816|1964|Pee Wee Reese|1st|1|73|36.3%|36.3
1817|1964|Lou Boudreau|5th|5|68|33.8%|33.8
1818|1964|Al Lopez|8th|8|57|28.4%|28.4
1819|1964|Chuck Klein|12th|12|56|27.9%|27.9
1820|1964|Johnny Mize|3rd|3|54|26.9%|26.9
1821|1964|Johnny Vander Meer|6th|6|51|25.4%|25.4
1822|1964|Mel Harder|9th|9|51|25.4%|25.4
1823|1964|Marty Marion|4th|4|50|24.9%|24.9
1824|1964|Lloyd Waner|9th|9|47|23.4%|23.4
1825|1964|Phil Rizzuto|3rd|3|45|22.4%|22.4
1826|1964|Allie Reynolds|4th|4|35|17.4%|17.4
1827|1964|Bucky Walters|8th|8|35|17.4%|17.4
1828|1964|George Kell|1st|1|33|16.4%|16.4
1829|1964|Ernie Lombardi|7th|7|33|16.4%|16.4
1830|1964|Ralph Kiner|3rd|3|31|15.4%|15.4
1831|1964|Joe Gordon|7th|7|30|14.9%|14.9
1832|1964|Hal Newhouser|2nd|2|26|12.9%|12.9
1833|1964|Billy Herman|5th|5|26|12.9%|12.9
1834|1964|Bob Lemon|1st|1|24|11.9%|11.9
1835|1964|Bobby Doerr|6th|6|24|11.9%|11.9
1836|1964|Phil Cavarretta|2nd|2|22|10.9%|10.9
1837|1964|Pepper Martin|14th|14|19|9.5%|9.5
1838|1964|Arky Vaughan|8th|8|17|8.5%|8.5
1839|1964|Bobo Newsom|3rd|3|17|8.5%|8.5
1840|1964|Tommy Bridges|5th|5|15|7.5%|7.5
1841|1964|Leo Durocher|8th|8|15|7.5%|7.5
1842|1964|Terry Moore|6th|6|14|7.0%|7.0
1843|1964|Sal Maglie|1st|1|13|6.5%|6.5
1844|1964|Tommy Henrich|7th|7|13|6.5%|6.5
1845|1964|Lon Warneke|5th|5|13|6.5%|6.5
1846|1964|Dom DiMaggio|3rd|3|12|6.0%|6.0
1847|1964|Doc Cramer|5th|5|12|6.0%|6.0
1848|1964|Charlie Keller|6th|6|12|6.0%|6.0
1849|1964|Rudy York|2nd|2|10|5.0%|5.0
1850|1964|Hal Schumacher|7th|7|10|5.0%|5.0
1851|1964|Fred Hutchinson|2nd|2|10|5.0%|5.0
1852|1964|Vic Raschi|2nd|2|8|4.0%|4.0
1853|1964|Spud Chandler|5th|5|6|3.0%|3.0
1854|1964|Frank McCormick|3rd|3|6|3.0%|3.0
1855|1964|Dixie Walker|2nd|2|6|3.0%|3.0
1856|1964|Bob Elliott|3rd|3|4|2.0%|2.0
1857|1964|Virgil Trucks|1st|1|4|2.0%|2.0
1858|1964|Johnny Sain|2nd|2|3|1.5%|1.5
1859|1964|Ellis Kinder|1st|1|3|1.5%|1.5
1860|1964|Wes Westrum|1st|1|2|1.0%|1.0
1861|1964|George Case|4th|4|2|1.0%|1.0
1862|1964|Art Houtteman|1st|1|2|1.0%|1.0
1863|1964|Dizzy Trout|1st|1|1|0.5%|0.5
1864|1964|Steve Gromek|1st|1|1|0.5%|0.5
1865|1964|Bob Kuzava|1st|1|1|0.5%|0.5
1866|1964|Roy Smalley|1st|1|1|0.5%|0.5
1867|1964|Rip Sewell|3rd|3|1|0.5%|0.5
1868|1964|Eddie Miksis|1st|1|1|0.5%|0.5
1869|1964|Ron Northey|1st|1|1|0.5%|0.5
1870|1966|Ted Williams|1st|1|282|93.4%|93.4
1871|1966|Red Ruffing|14th|14|208|68.9%|68.9
1872|1966|Roy Campanella|2nd|2|197|65.2%|65.2
1873|1966|Joe Medwick|7th|7|187|61.9%|61.9
1874|1966|Lou Boudreau|6th|6|115|38.1%|38.1
1875|1966|Al Lopez|9th|9|109|36.1%|36.1
1876|1966|Enos Slaughter|1st|1|100|33.1%|33.1
1877|1966|Pee Wee Reese|2nd|2|95|31.5%|31.5
1878|1966|Marty Marion|5th|5|86|28.5%|28.5
1879|1966|Johnny Mize|4th|4|81|26.8%|26.8
1880|1966|Ralph Kiner|4th|4|74|24.5%|24.5
1881|1966|Johnny Vander Meer|7th|7|72|23.8%|23.8
1882|1966|Allie Reynolds|5th|5|60|19.9%|19.9
1883|1966|Bucky Walters|9th|9|56|18.5%|18.5
1884|1966|Phil Rizzuto|4th|4|54|17.9%|17.9
1885|1966|Arky Vaughan|9th|9|36|11.9%|11.9
1886|1966|Ernie Lombardi|8th|8|34|11.3%|11.3
1887|1966|Mel Harder|10th|10|34|11.3%|11.3
1888|1966|Hal Newhouser|3rd|3|32|10.6%|10.6
1889|1966|Joe Gordon|8th|8|31|10.3%|10.3
1890|1966|Bobby Doerr|7th|7|30|9.9%|9.9
1891|1966|George Kell|2nd|2|29|9.6%|9.6
1892|1966|Billy Herman|6th|6|28|9.3%|9.3
1893|1966|Bobo Newsom|4th|4|25|8.3%|8.3
1894|1966|Bob Lemon|2nd|2|21|7.0%|7.0
1895|1966|Mickey Vernon|1st|1|20|6.6%|6.6
1896|1966|Al Dark|1st|1|17|5.6%|5.6
1897|1966|Tommy Bridges|6th|6|16|5.3%|5.3
1898|1966|Bobby Thomson|1st|1|12|4.0%|4.0
1899|1966|Phil Cavarretta|3rd|3|9|3.0%|3.0
1900|1966|Don Newcombe|1st|1|7|2.3%|2.3
1901|1966|Larry Doby|1st|1|7|2.3%|2.3
1902|1966|Carl Erskine|1st|1|6|2.0%|2.0
1903|1966|Gil McDougald|1st|1|5|1.7%|1.7
1904|1966|Jim Hegan|1st|1|5|1.7%|1.7
1905|1966|Whitey Lockman|1st|1|4|1.3%|1.3
1906|1966|Grady Hatton|1st|1|4|1.3%|1.3
1907|1966|Hank Sauer|1st|1|4|1.3%|1.3
1908|1966|Del Ennis|1st|1|3|1.0%|1.0
1909|1966|Morrie Martin|1st|1|2|0.7%|0.7
1910|1966|Del Rice|1st|1|2|0.7%|0.7
1911|1966|Andy Pafko|1st|1|2|0.7%|0.7
1912|1966|Marv Grissom|1st|1|2|0.7%|0.7
1913|1966|Carl Furillo|1st|1|2|0.7%|0.7
1914|1966|Bob Porterfield|1st|1|1|0.3%|0.3
1915|1966|Chico Carrasquel|1st|1|1|0.3%|0.3
1916|1966|Solly Hemus|1st|1|1|0.3%|0.3
1917|1966|Jim Hearn|1st|1|1|0.3%|0.3
1918|1966|Bobby Adams|1st|1|1|0.3%|0.3
1919|1967|Red Ruffing|15th|15|212|72.6%|72.6
1920|1967|Joe Medwick|8th|8|212|72.6%|72.6
1921|1967|Roy Campanella|3rd|3|204|69.9%|69.9
1922|1967|Lou Boudreau|7th|7|143|49.0%|49.0
1923|1967|Ralph Kiner|5th|5|124|42.5%|42.5
1924|1967|Enos Slaughter|2nd|2|123|42.1%|42.1
1925|1967|Al Lopez|10th|10|114|39.0%|39.0
1926|1967|Marty Marion|6th|6|90|30.8%|30.8
1927|1967|Pee Wee Reese|3rd|3|89|30.5%|30.5
1928|1967|Johnny Mize|5th|5|89|30.5%|30.5
1929|1967|Johnny Vander Meer|8th|8|87|29.8%|29.8
1930|1967|Allie Reynolds|6th|6|77|26.4%|26.4
1931|1967|Phil Rizzuto|5th|5|71|24.3%|24.3
1932|1967|Joe Gordon|9th|9|66|22.6%|22.6
1933|1967|Bucky Walters|10th|10|65|22.3%|22.3
1934|1967|Hal Newhouser|4th|4|62|21.2%|21.2
1935|1967|Billy Herman|7th|7|59|20.2%|20.2
1936|1967|Mel Harder|11th|11|52|17.8%|17.8
1937|1967|Arky Vaughan|10th|10|46|15.8%|15.8
1938|1967|Ernie Lombardi|9th|9|43|14.7%|14.7
1939|1967|George Kell|3rd|3|40|13.7%|13.7
1940|1967|Al Dark|2nd|2|38|13.0%|13.0
1941|1967|Bobby Doerr|8th|8|35|12.0%|12.0
1942|1967|Bob Lemon|3rd|3|35|12.0%|12.0
1943|1967|Hank Bauer|1st|1|23|7.9%|7.9
1944|1967|Bobo Newsom|5th|5|19|6.5%|6.5
1945|1967|Don Newcombe|2nd|2|18|6.2%|6.2
1946|1967|Phil Cavarretta|4th|4|15|5.1%|5.1
1947|1967|Mickey Vernon|2nd|2|14|4.8%|4.8
1948|1967|Bobby Thomson|2nd|2|10|3.4%|3.4
1949|1967|Larry Doby|2nd|2|10|3.4%|3.4
1950|1967|Ted Kluszewski|1st|1|9|3.1%|3.1
1951|1967|Gil McDougald|2nd|2|4|1.4%|1.4
1952|1967|Terry Moore|7th|7|3|1.0%|1.0
1953|1967|Jackie Jensen|1st|1|3|1.0%|1.0
1954|1967|Jim Hegan|2nd|2|2|0.7%|0.7
1955|1967|Elmer Valo|1st|1|2|0.7%|0.7
1956|1967|Earl Torgeson|1st|1|2|0.7%|0.7
1957|1967|Del Ennis|2nd|2|2|0.7%|0.7
1958|1967|Carl Furillo|2nd|2|2|0.7%|0.7
1959|1967|Grady Hatton|2nd|2|1|0.3%|0.3
1960|1967|Clint Courtney|1st|1|1|0.3%|0.3
1961|1967|Walt Dropo|1st|1|1|0.3%|0.3
1962|1967|Andy Pafko|2nd|2|1|0.3%|0.3
1963|1967|Ned Garver|1st|1|1|0.3%|0.3
1964|1967|Billy Martin|1st|1|1|0.3%|0.3
1965|1967|Jim Hearn|2nd|2|1|0.3%|0.3
1966|1968|Joe Medwick|9th|9|240|84.8%|84.8
1967|1968|Roy Campanella|4th|4|205|72.4%|72.4
1968|1968|Lou Boudreau|8th|8|146|51.6%|51.6
1969|1968|Enos Slaughter|3rd|3|129|45.6%|45.6
1970|1968|Ralph Kiner|6th|6|118|41.7%|41.7
1971|1968|Johnny Mize|6th|6|103|36.4%|36.4
1972|1968|Allie Reynolds|7th|7|95|33.6%|33.6
1973|1968|Marty Marion|7th|7|89|31.4%|31.4
1974|1968|Arky Vaughan|11th|11|82|29.0%|29.0
1975|1968|Pee Wee Reese|4th|4|81|28.6%|28.6
1976|1968|Johnny Vander Meer|9th|9|79|27.9%|27.9
1977|1968|Joe Gordon|10th|10|77|27.2%|27.2
1978|1968|Phil Rizzuto|6th|6|74|26.1%|26.1
1979|1968|Bucky Walters|11th|11|67|23.7%|23.7
1980|1968|Hal Newhouser|5th|5|67|23.7%|23.7
1981|1968|Bobby Doerr|9th|9|48|17.0%|17.0
1982|1968|George Kell|4th|4|47|16.6%|16.6
