|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
750|750|1948|Wes Ferrell|1st|1|0.8%|75.0|22.0|15.0|60.1|54.4|57.3|61.4|548.0|1176.0|175.0|329.0|38.0|208.0|2.0|129.0|0.28|0.351|0.446|0.797|100.0|193.0|128.0|4.04|116.0|1.481|374.0|323.0|13.0|2623.0|2845.0|132.0|1040.0|985.0|*1H/7|Wes Ferrell
751|751|1948|Lew Fonseca|1st|1|0.8%|45.0|21.0|12.0|14.1|14.7|14.4|53.8|937.0|3404.0|518.0|1075.0|31.0|485.0|64.0|186.0|0.316|0.355|0.432|0.788|103.0|0.0|0.0|0.0||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|*3*47H/5961|Lew Fonseca
752|752|1948|Goose Goslin|1st|1|0.8%|158.0|61.0|18.0|66.4|43.7|55.0|53.4|2287.0|8656.0|1482.0|2735.0|248.0|1612.0|176.0|949.0|0.316|0.387|0.5|0.887|128.0||||||||| |||||*79H8/35|Goose Goslin HOF
753|753|1948|Heinie Groh|4th|1|0.8%|24.0|24.0|16.0|48.4|35.5|41.9|55.7|1676.0|6074.0|918.0|1774.0|26.0|566.0|180.0|696.0|0.292|0.373|0.384|0.757|118.0||||||||| |||||*5*4H/6|Heinie Groh
754|754|1948|Chick Hafey|1st|1|0.8%|68.0|33.0|13.0|31.2|28.1|29.6|53.4|1283.0|4625.0|777.0|1466.0|164.0|833.0|70.0|372.0|0.317|0.372|0.526|0.898|133.0||||||||| |||||*789H|Chick Hafey HOF
755|755|1948|Bill Hallahan|1st|1|0.8%|34.0|2.0|12.0|14.1|14.2|14.2|61.4|328.0|557.0|43.0|90.0|2.0|32.0|1.0|36.0|0.162|0.214|0.201|0.415|10.0|102.0|94.0|4.03|102.0|1.504|324.0|224.0|7.0|1740.1|1838.0|71.0|779.0|856.0|*1/H|Bill Hallahan
756|756|1948|Billy Herman|1st|1|0.8%|147.0|38.0|15.0|57.3|37.7|47.5|57.1|1922.0|7707.0|1163.0|2345.0|47.0|839.0|67.0|737.0|0.304|0.367|0.407|0.774|112.0||||||||| |||||*45/3H|Billy Herman HOF
757|757|1948|Bob Johnson|1st|1|0.8%|92.0|46.0|13.0|55.6|35.6|45.6|53.4|1863.0|6920.0|1239.0|2051.0|288.0|1283.0|96.0|1075.0|0.296|0.393|0.506|0.899|139.0||||||||| |||||*783/495H|Bob Johnson
758|758|1948|Ray Kremer|1st|1|0.8%|63.0|21.0|10.0|25.1|26.3|25.7|61.4|309.0|687.0|57.0|122.0|5.0|69.0|0.0|37.0|0.178|0.22|0.249|0.469|20.0|143.0|85.0|3.76|113.0|1.326|308.0|247.0|9.0|1954.2|2108.0|123.0|483.0|516.0|*1/H|Ray Kremer
759|759|1948|Heinie Manush|1st|1|0.8%|137.0|46.0|17.0|48.0|35.9|41.9|53.4|2008.0|7654.0|1288.0|2524.0|110.0|1183.0|113.0|506.0|0.33|0.377|0.479|0.856|121.0||||||||| |||||*7*8H9/3|Heinie Manush HOF
760|760|1948|Joe Medwick|1st|1|0.8%|200.0|47.0|17.0|54.5|39.3|46.9|53.4|1984.0|7635.0|1198.0|2471.0|205.0|1383.0|42.0|437.0|0.324|0.362|0.505|0.867|134.0||||||||| |||||*7H9/38|Joe Medwick HOF
761|761|1948|Dots Miller|1st|1|0.8%|5.0|9.0|12.0|18.4|19.4|18.9|57.1|1589.0|5805.0|711.0|1526.0|32.0|714.0|177.0|391.0|0.263|0.314|0.357|0.671|96.0||||||||| |||||*3*465H/87|Dots Miller
762|762|1948|Hugh Mulcahy|1st|1|0.8%|4.0|0.0|9.0|3.8|4.9|4.3|61.4|223.0|388.0|24.0|64.0|0.0|21.0|0.0|14.0|0.165|0.194|0.188|0.382|5.0|45.0|89.0|4.49|90.0|1.513|220.0|145.0|8.0|1161.2|1271.0|69.0|487.0|314.0|1/H9|Hugh Mulcahy
763|763|1948|Van Mungo|2nd|1|0.8%|34.0|12.0|14.0|32.9|29.5|31.2|61.4|410.0|787.0|56.0|174.0|0.0|74.0|1.0|29.0|0.221|0.25|0.262|0.511|40.0|120.0|115.0|3.47|110.0|1.337|364.0|259.0|16.0|2113.0|1957.0|89.0|868.0|1242.0|*1H/79|Van Mungo
764|764|1948|Joe Oeschger|1st|1|0.8%|13.0|3.0|12.0|4.0|8.0|6.0|61.4|366.0|599.0|34.0|99.0|0.0|41.0|0.0|20.0|0.165|0.192|0.187|0.379|8.0|82.0|116.0|3.81|88.0|1.423|365.0|199.0|8.0|1818.0|1936.0|61.0|651.0|535.0|*1/H|Joe Oeschger
765|765|1948|Sam Rice|2nd|1|0.8%|127.0|51.0|20.0|54.4|31.1|42.7|56.7|2404.0|9269.0|1514.0|2987.0|34.0|1077.0|351.0|708.0|0.322|0.374|0.427|0.801|112.0|1.0|1.0|2.52|117.0|1.271|9.0|3.0|0.0|39.1|31.0|0.0|19.0|12.0|*9*8H7/1|Sam Rice HOF
766|766|1948|Wally Schang|1st|1|0.8%|58.0|33.0|19.0|47.9|27.8|37.8|44.2|1842.0|5307.0|769.0|1506.0|59.0|705.0|121.0|849.0|0.284|0.393|0.401|0.794|117.0||||||||| |||||*2H785/96|Wally Schang
767|767|1948|Hal Schumacher|1st|1|0.8%|44.0|21.0|13.0|29.6|27.8|28.7|61.4|450.0|896.0|100.0|181.0|15.0|102.0|0.0|32.0|0.202|0.233|0.287|0.52|42.0|158.0|121.0|3.36|111.0|1.34|391.0|329.0|7.0|2482.1|2424.0|140.0|902.0|906.0|*1H/8|Hal Schumacher
768|768|1948|George Selkirk|1st|1|0.8%|29.0|23.0|9.0|23.4|23.1|23.3|56.7|846.0|2790.0|503.0|810.0|108.0|576.0|49.0|486.0|0.29|0.4|0.483|0.883|127.0||||||||| |||||*9*7H/8|George Selkirk
769|769|1948|Hank Severeid|1st|1|0.8%|25.0|27.0|15.0|18.8|18.2|18.5|44.2|1390.0|4312.0|408.0|1245.0|17.0|538.0|35.0|331.0|0.289|0.342|0.367|0.709|92.0||||||||| |||||*2H/3758|Hank Severeid
770|770|1948|Joe Sewell|2nd|1|0.8%|68.0|45.0|14.0|54.7|37.4|46.0|55.4|1903.0|7132.0|1141.0|2226.0|49.0|1054.0|74.0|842.0|0.312|0.391|0.413|0.804|109.0||||||||| |||||*6*5H/4|Joe Sewell HOF
771|771|1948|Luke Sewell|1st|1|0.8%|38.0|23.0|20.0|4.7|7.5|6.1|44.2|1630.0|5383.0|653.0|1393.0|20.0|698.0|66.0|486.0|0.259|0.323|0.341|0.665|70.0||||||||| |||||*2H/39745|Luke Sewell
772|772|1948|Bill Sherdel|1st|1|0.8%|37.0|16.0|15.0|31.1|24.0|27.6|61.4|549.0|960.0|96.0|214.0|9.0|86.0|2.0|63.0|0.223|0.271|0.298|0.569|52.0|165.0|146.0|3.72|104.0|1.358|514.0|273.0|26.0|2709.1|3018.0|150.0|661.0|839.0|*1H/93|Bill Sherdel
773|773|1948|Urban Shocker|3rd|1|0.8%|65.0|33.0|13.0|58.6|45.1|51.9|61.4|412.0|798.0|89.0|167.0|1.0|70.0|1.0|139.0|0.209|0.334|0.249|0.584|55.0|187.0|117.0|3.17|124.0|1.255|412.0|317.0|25.0|2681.2|2709.0|130.0|657.0|983.0|*1/H|Urban Shocker
774|774|1948|Earl Smith|1st|1|0.8%|19.0|18.0|12.0|12.1|11.7|11.9|44.2|860.0|2264.0|225.0|686.0|46.0|355.0|18.0|247.0|0.303|0.374|0.432|0.806|111.0||||||||| |||||*2H/4|Earl Smith
775|775|1948|Sherry Smith|1st|1|0.8%|12.0|11.0|14.0|27.1|23.3|25.2|61.4|381.0|709.0|59.0|165.0|6.0|60.0|4.0|30.0|0.233|0.268|0.32|0.588|61.0|114.0|118.0|3.32|108.0|1.303|373.0|226.0|23.0|2052.2|2234.0|57.0|440.0|428.0|*1/H879|Sherry Smith
776|776|1948|Casey Stengel|4th|1|0.8%|4.0|15.0|14.0|20.2|17.3|18.8|56.7|1277.0|4288.0|575.0|1219.0|60.0|535.0|131.0|437.0|0.284|0.356|0.41|0.766|120.0||||||||| |||||*98H/7|Casey Stengel HOF
777|777|1948|Sam West|1st|1|0.8%|35.0|24.0|16.0|32.6|24.8|28.7|58.1|1753.0|6148.0|934.0|1838.0|75.0|838.0|54.0|696.0|0.299|0.371|0.425|0.796|104.0||||||||| |||||*8H7/39|Sam West
778|778|1948|Cy Williams|3rd|1|0.8%|44.0|31.0|19.0|37.5|26.0|31.8|58.1|2002.0|6780.0|1024.0|1981.0|251.0|1005.0|115.0|690.0|0.292|0.365|0.47|0.835|125.0||||||||| |||||*8*9H7|Cy Williams
779|779|1949|Charlie Gehringer|6th|102|66.7%|277.0|72.0|19.0|84.8|52.9|68.8|57.1|2323.0|8860.0|1775.0|2839.0|184.0|1427.0|181.0|1186.0|0.32|0.404|0.48|0.884|125.0||||||||| |||||*4H/35|Charlie Gehringer HOF
780|780|1949|Mel Ott|1st|94|61.4%|216.0|69.0|22.0|110.8|53.7|82.3|56.7|2730.0|9456.0|1859.0|2876.0|511.0|1860.0|89.0|1708.0|0.304|0.414|0.533|0.947|155.0||||||||| |||||*95H87/4|Mel Ott HOF
781|781|1949|Al Simmons|5th|89|58.2%|226.0|63.0|20.0|68.2|45.7|56.9|53.4|2215.0|8759.0|1507.0|2927.0|307.0|1828.0|88.0|615.0|0.334|0.38|0.535|0.915|133.0||||||||| |||||*7*8H/93|Al Simmons HOF
782|782|1949|Dizzy Dean|5th|88|57.5%|112.0|33.0|12.0|46.2|44.1|45.1|61.4|325.0|717.0|76.0|161.0|8.0|76.0|5.0|9.0|0.225|0.235|0.301|0.536|43.0|150.0|83.0|3.02|131.0|1.206|317.0|230.0|31.0|1967.1|1919.0|95.0|453.0|1163.0|*1/H|Dizzy Dean HOF
783|783|1949|Jimmie Foxx|5th|85|55.6%|314.0|72.0|20.0|92.3|57.9|75.1|53.8|2317.0|8134.0|1751.0|2646.0|534.0|1922.0|87.0|1452.0|0.325|0.428|0.609|1.038|163.0|1.0|0.0|1.52|261.0|1.141|10.0|2.0|0.0|23.2|13.0|0.0|14.0|11.0|*3H52/7196|Jimmie Foxx HOF
784|784|1949|Bill Terry|9th|81|52.9%|169.0|42.0|14.0|56.5|43.3|49.9|53.8|1721.0|6428.0|1120.0|2193.0|154.0|1078.0|56.0|537.0|0.341|0.393|0.506|0.899|136.0||||||||| |||||*3H/97|Bill Terry HOF
785|785|1949|Paul Waner|3rd|73|47.7%|253.0|61.0|20.0|74.7|43.3|59.0|56.7|2549.0|9459.0|1627.0|3152.0|113.0|1309.0|104.0|1091.0|0.333|0.404|0.473|0.878|134.0||||||||| |||||*9H3/78|Paul Waner HOF
786|786|1949|Hank Greenberg|2nd|67|43.8%|188.0|46.0|13.0|55.5|46.5|51.0|53.8|1394.0|5193.0|1046.0|1628.0|331.0|1274.0|58.0|852.0|0.313|0.412|0.605|1.017|159.0||||||||| |||||*37/H|Hank Greenberg HOF
787|787|1949|Bill Dickey|4th|65|42.5%|178.0|56.0|17.0|56.4|35.5|45.9|44.2|1789.0|6300.0|930.0|1969.0|202.0|1209.0|36.0|678.0|0.313|0.382|0.486|0.868|127.0||||||||| |||||*2H|Bill Dickey HOF
788|788|1949|Harry Heilmann|9th|59|38.6%|192.0|57.0|17.0|72.5|47.4|60.0|56.7|2147.0|7787.0|1291.0|2660.0|183.0|1543.0|113.0|856.0|0.342|0.41|0.52|0.93|148.0||||||||| |||||*9*3H8/47|Harry Heilmann HOF
789|789|1949|Rabbit Maranville|9th|58|37.9%|59.0|30.0|23.0|43.9|30.5|37.2|55.4|2670.0|10078.0|1256.0|2605.0|28.0|884.0|291.0|839.0|0.258|0.318|0.34|0.658|82.0||||||||| |||||*6*4/H5|Rabbit Maranville HOF
790|790|1949|Gabby Hartnett|6th|35|22.9%|121.0|48.0|20.0|55.9|30.8|43.4|44.2|1990.0|6432.0|867.0|1912.0|236.0|1179.0|28.0|703.0|0.297|0.37|0.489|0.858|126.0||||||||| |||||*2H3|Gabby Hartnett HOF
791|791|1949|Dazzy Vance|10th|33|21.6%|89.0|35.0|16.0|60.3|49.6|54.9|61.4|442.0|971.0|68.0|146.0|7.0|75.0|1.0|79.0|0.15|0.219|0.198|0.417|10.0|197.0|140.0|3.24|125.0|1.23|442.0|349.0|12.0|2966.2|2809.0|132.0|840.0|2045.0|*1/H|Dazzy Vance HOF
792|792|1949|Joe Cronin|3rd|33|21.6%|143.0|55.0|20.0|64.7|43.7|54.2|55.4|2124.0|7579.0|1233.0|2285.0|170.0|1424.0|87.0|1059.0|0.301|0.39|0.468|0.857|119.0||||||||| |||||*6H534/7|Joe Cronin HOF
793|793|1949|Ted Lyons|4th|29|19.0%|65.0|30.0|21.0|70.5|40.7|55.6|61.4|705.0|1563.0|162.0|364.0|5.0|149.0|0.0|73.0|0.233|0.27|0.285|0.556|45.0|260.0|230.0|3.67|118.0|1.348|594.0|484.0|25.0|4161.0|4489.0|222.0|1121.0|1073.0|*1H/9|Ted Lyons HOF
794|794|1949|Hack Wilson|5th|24|15.7%|104.0|39.0|12.0|38.7|36.1|37.4|58.1|1348.0|4760.0|884.0|1461.0|244.0|1063.0|52.0|674.0|0.307|0.395|0.545|0.94|144.0||||||||| |||||*879H/4|Hack Wilson HOF
795|795|1949|Ray Schalk|10th|24|15.7%|56.0|25.0|18.0|33.2|25.8|29.5|44.2|1762.0|5306.0|579.0|1345.0|11.0|593.0|177.0|638.0|0.253|0.34|0.316|0.656|83.0||||||||| |||||*2H|Ray Schalk HOF
796|796|1949|Red Ruffing|2nd|22|14.4%|130.0|38.0|22.0|68.6|39.9|54.3|61.4|882.0|1937.0|207.0|521.0|36.0|273.0|1.0|97.0|0.269|0.306|0.389|0.695|81.0|273.0|225.0|3.8|109.0|1.341|624.0|538.0|18.0|4344.0|4284.0|254.0|1541.0|1987.0|*1H/79|Red Ruffing HOF
797|797|1949|Ross Youngs|10th|20|13.1%|71.0|32.0|10.0|32.7|30.8|31.8|56.7|1211.0|4627.0|812.0|1491.0|42.0|592.0|153.0|550.0|0.322|0.399|0.441|0.839|130.0||||||||| |||||*9/4H87|Ross Youngs HOF
798|798|1949|Tony Lazzeri|4th|20|13.1%|89.0|39.0|14.0|47.6|34.0|40.8|57.1|1740.0|6297.0|986.0|1840.0|178.0|1194.0|148.0|869.0|0.292|0.38|0.467|0.846|121.0||||||||| |||||*456H/73|Tony Lazzeri HOF
799|799|1949|Lefty Gomez|5th|17|11.1%|128.0|34.0|14.0|38.7|36.1|37.4|61.4|368.0|904.0|59.0|133.0|0.0|58.0|1.0|50.0|0.147|0.194|0.159|0.353|-7.0|189.0|102.0|3.34|125.0|1.352|368.0|320.0|10.0|2503.0|2290.0|138.0|1095.0|1468.0|*1|Lefty Gomez HOF
800|800|1949|Pepper Martin|5th|16|10.5%|49.0|21.0|13.0|21.9|19.8|20.9|56.7|1189.0|4117.0|756.0|1227.0|59.0|501.0|146.0|369.0|0.298|0.358|0.443|0.801|113.0|0.0|0.0|2.25|215.0|1.0|2.0|0.0|0.0|4.0|2.0|0.0|2.0|0.0|*5*89H7/1|Pepper Martin
801|801|1949|Zack Wheat|9th|15|9.8%|99.0|48.0|19.0|60.5|34.8|47.7|53.4|2410.0|9106.0|1289.0|2884.0|132.0|1248.0|205.0|650.0|0.317|0.367|0.45|0.817|129.0||||||||| |||||*7H/89|Zack Wheat HOF
802|802|1949|Edd Roush|10th|14|9.2%|74.0|36.0|18.0|45.6|31.7|38.7|58.1|1967.0|7363.0|1099.0|2376.0|68.0|981.0|268.0|484.0|0.323|0.369|0.446|0.815|126.0||||||||| |||||*8H7/394|Edd Roush HOF
803|803|1949|Max Carey|6th|12|7.8%|79.0|36.0|20.0|55.3|33.5|44.4|58.1|2476.0|9363.0|1545.0|2665.0|70.0|802.0|738.0|1040.0|0.285|0.361|0.386|0.747|108.0||||||||| |||||*8*79H|Max Carey HOF
804|804|1949|Bucky Harris|4th|11|7.2%|12.0|18.0|12.0|16.0|16.0|16.0|57.1|1263.0|4736.0|722.0|1297.0|9.0|508.0|167.0|472.0|0.274|0.352|0.354|0.706|86.0||||||||| |||||*4/H659|Bucky Harris HOF
805|805|1949|Charlie Grimm|5th|10|6.5%|18.0|19.0|20.0|12.4|12.4|12.4|53.8|2166.0|7917.0|908.0|2299.0|79.0|1077.0|57.0|578.0|0.29|0.341|0.397|0.738|95.0||||||||| |||||*3H/9758|Charlie Grimm
806|806|1949|Hank Gowdy|8th|10|6.5%|6.0|25.0|17.0|23.8|18.3|21.0|44.2|1050.0|2735.0|270.0|738.0|21.0|321.0|59.0|311.0|0.27|0.351|0.358|0.709|104.0||||||||| |||||*2H3|Hank Gowdy
807|807|1949|Chuck Klein|2nd|9|5.9%|194.0|48.0|17.0|46.5|39.0|42.7|56.7|1753.0|6486.0|1168.0|2076.0|300.0|1201.0|79.0|601.0|0.32|0.379|0.543|0.922|137.0||||||||| |||||*97H8/3|Chuck Klein HOF
808|808|1949|Stuffy McInnis|5th|8|5.2%|43.0|23.0|19.0|34.6|25.2|29.9|53.8|2128.0|7822.0|871.0|2405.0|20.0|1063.0|172.0|380.0|0.307|0.343|0.381|0.723|105.0||||||||| |||||*3H6/547|Stuffy McInnis
809|809|1949|Jim Bottomley|2nd|8|5.2%|99.0|42.0|16.0|35.8|29.6|32.7|53.8|1991.0|7471.0|1177.0|2313.0|219.0|1422.0|58.0|664.0|0.31|0.369|0.5|0.869|125.0||||||||| |||||*3H/4|Jim Bottomley HOF
810|810|1949|Burleigh Grimes|5th|8|5.2%|115.0|38.0|19.0|52.8|41.1|47.0|61.4|632.0|1535.0|157.0|380.0|2.0|168.0|15.0|69.0|0.248|0.282|0.306|0.588|58.0|270.0|212.0|3.53|108.0|1.365|616.0|497.0|18.0|4180.0|4412.0|148.0|1295.0|1512.0|*1/H|Burleigh Grimes HOF
811|811|1949|Jimmy Dykes|2nd|7|4.6%|27.0|30.0|22.0|34.7|21.5|28.1|55.7|2282.0|8046.0|1108.0|2256.0|108.0|1069.0|70.0|958.0|0.28|0.365|0.399|0.764|96.0|0.0|0.0|4.5|111.0|1.5|2.0|0.0|1.0|2.0|2.0|0.0|1.0|0.0|*5*436H/8719|Jimmy Dykes
812|812|1949|Billy Southworth|3rd|7|4.6%|11.0|19.0|13.0|21.7|20.4|21.0|56.7|1192.0|4359.0|661.0|1296.0|52.0|561.0|138.0|402.0|0.297|0.359|0.415|0.773|111.0||||||||| |||||*987H/4|Billy Southworth HOF
813|813|1949|Waite Hoyt|5th|7|4.6%|94.0|32.0|21.0|52.3|34.8|43.6|61.4|674.0|1287.0|96.0|255.0|0.0|100.0|0.0|40.0|0.198|0.223|0.235|0.458|20.0|237.0|182.0|3.59|112.0|1.34|674.0|425.0|53.0|3762.1|4037.0|154.0|1003.0|1206.0|*1|Waite Hoyt HOF
814|814|1949|Jimmie Wilson|2nd|6|3.9%|45.0|26.0|18.0|11.3|10.6|11.0|44.2|1525.0|4778.0|580.0|1358.0|32.0|621.0|86.0|356.0|0.284|0.336|0.37|0.707|82.0||||||||| |||||*2H/34879|Jimmie Wilson
815|815|1949|Red Faber|6th|6|3.9%|89.0|37.0|20.0|64.0|40.8|52.4|61.4|670.0|1269.0|98.0|170.0|3.0|71.0|7.0|169.0|0.134|0.24|0.161|0.401|10.0|254.0|213.0|3.15|119.0|1.302|669.0|483.0|27.0|4086.2|4106.0|111.0|1213.0|1471.0|*1/H|Red Faber HOF
816|816|1949|Earle Combs|6th|6|3.9%|103.0|37.0|12.0|44.7|35.9|40.3|58.1|1455.0|5746.0|1186.0|1866.0|58.0|633.0|98.0|670.0|0.325|0.397|0.462|0.859|125.0||||||||| |||||*87H9|Earle Combs HOF
817|817|1949|Steve O'Neill|2nd|6|3.9%|46.0|26.0|17.0|26.3|20.4|23.4|44.2|1590.0|4795.0|448.0|1259.0|13.0|534.0|30.0|592.0|0.263|0.349|0.337|0.685|88.0||||||||| |||||*2H/3|Steve O'Neill
818|818|1949|Travis Jackson|2nd|6|3.9%|28.0|29.0|15.0|44.0|35.2|39.6|55.4|1656.0|6086.0|833.0|1768.0|135.0|929.0|71.0|412.0|0.291|0.337|0.433|0.77|102.0||||||||| |||||*6*5H/49|Travis Jackson HOF
819|819|1949|Babe Herman|3rd|5|3.3%|74.0|39.0|13.0|39.4|31.2|35.3|56.7|1552.0|5603.0|882.0|1818.0|181.0|997.0|94.0|520.0|0.324|0.383|0.532|0.915|141.0||||||||| |||||*937H|Babe Herman
820|820|1949|Babe Adams|9th|5|3.3%|72.0|39.0|19.0|52.7|41.5|47.1|61.4|482.0|1019.0|79.0|216.0|3.0|75.0|1.0|53.0|0.212|0.252|0.281|0.532|50.0|194.0|140.0|2.76|118.0|1.092|482.0|354.0|16.0|2995.1|2841.0|67.0|430.0|1036.0|*1|Babe Adams
821|821|1949|Dave Bancroft|6th|5|3.3%|85.0|29.0|16.0|49.7|37.9|43.8|55.4|1913.0|7182.0|1048.0|2004.0|32.0|591.0|145.0|827.0|0.279|0.355|0.358|0.714|98.0||||||||| |||||*6/H457|Dave Bancroft HOF
822|822|1949|Wilbur Cooper|4th|4|2.6%|76.0|33.0|15.0|53.6|42.0|47.8|61.4|521.0|1227.0|111.0|293.0|6.0|106.0|12.0|47.0|0.239|0.269|0.309|0.578|61.0|216.0|178.0|2.89|116.0|1.226|517.0|406.0|14.0|3480.0|3415.0|103.0|853.0|1252.0|*1/H79|Wilbur Cooper
823|823|1949|Goose Goslin|2nd|4|2.6%|158.0|61.0|18.0|66.4|43.7|55.0|53.4|2287.0|8656.0|1482.0|2735.0|248.0|1612.0|176.0|949.0|0.316|0.387|0.5|0.887|128.0||||||||| |||||*79H8/35|Goose Goslin HOF
824|824|1949|Mel Harder|1st|4|2.6%|51.0|21.0|20.0|44.3|38.0|41.1|61.4|584.0|1203.0|89.0|199.0|4.0|93.0|2.0|39.0|0.165|0.194|0.215|0.409|7.0|223.0|186.0|3.8|113.0|1.408|582.0|433.0|24.0|3426.1|3706.0|161.0|1118.0|1161.0|*1/H|Mel Harder
825|825|1949|Rube Marquard|8th|4|2.6%|84.0|31.0|18.0|32.4|30.1|31.3|61.4|536.0|1107.0|63.0|198.0|1.0|66.0|6.0|33.0|0.179|0.207|0.202|0.41|17.0|201.0|177.0|3.08|103.0|1.237|536.0|408.0|20.0|3306.2|3233.0|107.0|858.0|1593.0|*1|Rube Marquard HOF
826|826|1949|Stan Hack|2nd|4|2.6%|76.0|38.0|16.0|55.5|37.5|46.5|55.7|1938.0|7278.0|1239.0|2193.0|57.0|642.0|165.0|1092.0|0.301|0.394|0.397|0.791|119.0||||||||| |||||*5H3|Stan Hack
827|827|1949|Eppa Rixey|6th|4|2.6%|75.0|35.0|21.0|55.9|34.2|45.0|61.4|694.0|1522.0|95.0|291.0|3.0|111.0|2.0|49.0|0.191|0.221|0.224|0.445|22.0|266.0|251.0|3.15|115.0|1.272|692.0|554.0|14.0|4494.2|4633.0|93.0|1082.0|1350.0|*1/H|Eppa Rixey HOF
828|828|1949|Lefty O'Doul|2nd|4|2.6%|92.0|31.0|11.0|27.1|27.3|27.2|53.4|970.0|3264.0|624.0|1140.0|113.0|542.0|36.0|333.0|0.349|0.413|0.532|0.945|143.0|1.0|1.0|4.87|83.0|1.97|34.0|1.0|0.0|77.2|104.0|1.0|49.0|19.0|*7H91/8|Lefty O'Doul
829|829|1949|Kiki Cuyler|2nd|4|2.6%|116.0|46.0|18.0|47.9|35.6|41.7|56.7|1879.0|7161.0|1305.0|2299.0|128.0|1065.0|328.0|676.0|0.321|0.386|0.474|0.86|125.0||||||||| |||||*9*8*7H|Kiki Cuyler HOF
830|830|1949|Lloyd Waner|1st|3|2.0%|89.0|31.0|18.0|29.6|23.5|26.6|58.1|1993.0|7772.0|1201.0|2459.0|27.0|598.0|67.0|420.0|0.316|0.353|0.393|0.747|99.0||||||||| |||||*8H79/45|Lloyd Waner HOF
831|831|1949|Casey Stengel|5th|3|2.0%|4.0|15.0|14.0|20.2|17.3|18.8|56.7|1277.0|4288.0|575.0|1219.0|60.0|535.0|131.0|437.0|0.284|0.356|0.41|0.766|120.0||||||||| |||||*98H/7|Casey Stengel HOF
832|832|1949|Bob Meusel|5th|3|2.0%|69.0|31.0|11.0|28.2|23.6|25.9|56.7|1407.0|5475.0|826.0|1693.0|156.0|1071.0|143.0|375.0|0.309|0.356|0.497|0.852|118.0||||||||| |||||*7*958H/3|Bob Meusel
833|833|1949|Everett Scott|7th|3|2.0%|29.0|14.0|13.0|16.5|15.9|16.2|55.4|1654.0|5837.0|552.0|1455.0|20.0|555.0|69.0|243.0|0.249|0.281|0.315|0.596|65.0||||||||| |||||*6/H54|Everett Scott
834|834|1949|Stan Coveleski|3rd|3|2.0%|109.0|38.0|14.0|61.5|50.8|56.2|61.4|451.0|1058.0|70.0|168.0|1.0|81.0|0.0|53.0|0.159|0.202|0.205|0.407|9.0|215.0|142.0|2.89|127.0|1.251|450.0|385.0|21.0|3082.0|3055.0|66.0|802.0|981.0|*1/9|Stan Coveleski HOF
835|835|1949|Sam Rice|3rd|3|2.0%|127.0|51.0|20.0|54.4|31.1|42.7|56.7|2404.0|9269.0|1514.0|2987.0|34.0|1077.0|351.0|708.0|0.322|0.374|0.427|0.801|112.0|1.0|1.0|2.52|117.0|1.271|9.0|3.0|0.0|39.1|31.0|0.0|19.0|12.0|*9*8H7/1|Sam Rice HOF
836|836|1949|Eddie Rommel|2nd|2|1.3%|49.0|23.0|13.0|49.8|37.4|43.6|61.4|508.0|826.0|80.0|164.0|1.0|59.0|1.0|62.0|0.199|0.255|0.245|0.499|28.0|171.0|119.0|3.54|121.0|1.35|501.0|249.0|30.0|2557.0|2729.0|138.0|724.0|599.0|*1/7H49|Eddie Rommel
837|837|1949|Charles Bender|10th|2|1.3%|119.0|51.0|16.0|48.0|33.6|40.8|61.4|507.0|1147.0|102.0|243.0|6.0|116.0|20.0|75.0|0.212|0.266|0.28|0.546|66.0|212.0|127.0|2.46|112.0|1.113|459.0|334.0|34.0|3017.0|2645.0|40.0|712.0|1711.0|*1H/38745|Charles Bender HOF
838|838|1949|Urban Shocker|4th|2|1.3%|65.0|33.0|13.0|58.6|45.1|51.9|61.4|412.0|798.0|89.0|167.0|1.0|70.0|1.0|139.0|0.209|0.334|0.249|0.584|55.0|187.0|117.0|3.17|124.0|1.255|412.0|317.0|25.0|2681.2|2709.0|130.0|657.0|983.0|*1/H|Urban Shocker
839|839|1949|George Earnshaw|2nd|2|1.3%|57.0|10.0|9.0|21.9|23.5|22.7|61.4|319.0|704.0|61.0|162.0|3.0|70.0|1.0|20.0|0.23|0.253|0.295|0.549|41.0|127.0|93.0|4.38|100.0|1.457|319.0|249.0|12.0|1915.1|1981.0|142.0|809.0|1002.0|*1|George Earnshaw
840|840|1949|Red Lucas|1st|2|1.3%|21.0|19.0|16.0|44.7|32.6|38.6|61.4|907.0|1439.0|155.0|404.0|3.0|190.0|2.0|124.0|0.281|0.34|0.347|0.687|85.0|157.0|135.0|3.72|107.0|1.255|396.0|302.0|7.0|2542.0|2736.0|136.0|455.0|602.0|*H*1/4657|Red Lucas
