|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
418|Carl Erskine|48.0|18.0|12.0|13.9|15.1|14.5|61.4|360.0|588.0|51.0|92.0|1.0|31.0|0.0|12.0|0.156|0.175|0.18|0.355|-7.0|122.0|78.0|4.0|101.0|1.328|335.0|216.0|13.0|1718.2|1637.0|199.0|646.0|981.0|*1/H|False|8
419|Gil McDougald|54.0|21.0|10.0|40.6|32.1|36.4|57.1|1336.0|4676.0|697.0|1291.0|112.0|576.0|45.0|559.0|0.276|0.356|0.41|0.766|111.0||||||||| |||||*4*56H|False|9
420|Jim Hegan|71.0|21.0|17.0|4.7|6.2|5.4|44.2|1666.0|4772.0|550.0|1087.0|92.0|525.0|15.0|456.0|0.228|0.295|0.344|0.639|74.0||||||||| |||||*2H|False|2
421|Whitey Lockman|10.0|13.0|15.0|19.4|20.7|20.0|53.4|1666.0|5940.0|836.0|1658.0|114.0|563.0|43.0|552.0|0.279|0.342|0.391|0.732|95.0||||||||| |||||*3*7H8/495|False|1
422|Grady Hatton|4.0|16.0|12.0|18.6|16.9|17.8|55.7|1312.0|4206.0|562.0|1068.0|91.0|533.0|42.0|646.0|0.254|0.354|0.374|0.728|96.0||||||||| |||||*5H4/376|False|2
423|Hank Sauer|45.0|23.0|15.0|25.1|22.2|23.7|53.4|1399.0|4796.0|709.0|1278.0|288.0|876.0|11.0|561.0|0.266|0.347|0.496|0.843|123.0||||||||| |||||*79H3|False|1
424|Del Ennis|53.0|29.0|14.0|30.1|28.3|29.2|53.4|1903.0|7254.0|985.0|2063.0|288.0|1284.0|45.0|597.0|0.284|0.34|0.472|0.812|117.0||||||||| |||||*7*9H/38|False|2
425|Morrie Martin|2.0|5.0|10.0|3.8|5.4|4.6|32.5|250.0|165.0|15.0|28.0|0.0|7.0|0.0|4.0|0.17|0.189|0.182|0.371|0.0|38.0|34.0|4.29|96.0|1.416|250.0|42.0|15.0|604.2|607.0|56.0|249.0|245.0|1|False|1
426|Del Rice|18.0|22.0|17.0|4.7|6.1|5.4|44.2|1309.0|3826.0|342.0|908.0|79.0|441.0|2.0|382.0|0.237|0.312|0.356|0.668|78.0||||||||| |||||*2H|False|1
427|Andy Pafko|37.0|22.0|17.0|36.8|29.8|33.3|58.1|1852.0|6292.0|844.0|1796.0|213.0|976.0|38.0|561.0|0.285|0.35|0.449|0.799|117.0||||||||| |||||*8*9*75H|False|2
428|Marv Grissom|6.0|6.0|10.0|12.8|13.8|13.3|32.5|356.0|189.0|9.0|23.0|0.0|6.0|0.0|8.0|0.122|0.162|0.159|0.32|-14.0|47.0|45.0|3.41|116.0|1.375|356.0|52.0|57.0|810.0|771.0|65.0|343.0|459.0|*1|False|1
429|Carl Furillo|41.0|27.0|15.0|34.6|25.5|30.1|56.7|1806.0|6378.0|895.0|1910.0|192.0|1058.0|48.0|514.0|0.299|0.355|0.458|0.813|112.0||||||||| |||||*9*8H7|False|5
430|Bob Porterfield|13.0|6.0|12.0|17.8|18.6|18.2|61.4|322.0|516.0|34.0|95.0|6.0|43.0|1.0|20.0|0.184|0.218|0.252|0.47|28.0|87.0|97.0|3.79|103.0|1.354|318.0|193.0|8.0|1567.2|1571.0|113.0|552.0|572.0|*1/H|False|1
431|Chico Carrasquel|15.0|17.0|10.0|21.3|22.6|22.0|55.4|1325.0|4644.0|568.0|1199.0|55.0|474.0|31.0|491.0|0.258|0.333|0.342|0.674|82.0||||||||| |||||*65H/43|False|1
432|Solly Hemus|12.0|11.0|11.0|25.9|25.7|25.8|55.4|961.0|2694.0|459.0|736.0|51.0|263.0|21.0|456.0|0.273|0.39|0.411|0.801|115.0||||||||| |||||*6H45|False|1
433|Jim Hearn|14.0|9.0|13.0|15.7|15.3|15.5|61.4|403.0|548.0|44.0|77.0|9.0|36.0|1.0|33.0|0.141|0.19|0.21|0.4|6.0|109.0|89.0|3.81|105.0|1.359|396.0|229.0|8.0|1703.2|1661.0|158.0|655.0|669.0|*1/H|False|2
434|Bobby Adams|0.0|13.0|14.0|15.7|13.4|14.5|55.7|1281.0|4019.0|591.0|1082.0|37.0|303.0|67.0|414.0|0.269|0.34|0.368|0.708|90.0||||||||| |||||*5*4H/39|False|1
435|Hank Bauer|27.0|16.0|14.0|27.2|25.7|26.5|56.7|1544.0|5145.0|833.0|1424.0|164.0|703.0|50.0|521.0|0.277|0.346|0.439|0.785|113.0||||||||| |||||*97H/82|False|1
436|Ted Kluszewski|77.0|24.0|15.0|31.4|28.5|29.9|53.8|1718.0|5929.0|848.0|1766.0|279.0|1028.0|20.0|492.0|0.298|0.353|0.498|0.85|123.0||||||||| |||||*3H|False|15
437|Jackie Jensen|56.0|25.0|11.0|27.9|24.7|26.3|56.7|1438.0|5236.0|810.0|1463.0|199.0|929.0|143.0|750.0|0.279|0.369|0.46|0.829|120.0||||||||| |||||*987H|False|6
438|Elmer Valo|15.0|21.0|20.0|28.8|22.5|25.6|56.7|1806.0|5029.0|768.0|1420.0|58.0|601.0|110.0|942.0|0.282|0.398|0.391|0.79|115.0||||||||| |||||*9*H*78|False|1
439|Earl Torgeson|6.0|19.0|15.0|33.1|25.5|29.3|53.8|1668.0|4969.0|848.0|1318.0|149.0|740.0|133.0|980.0|0.265|0.385|0.417|0.802|117.0||||||||| |||||*3*H/97|False|1
440|Clint Courtney|3.0|5.0|11.0|7.1|8.4|7.7|44.2|946.0|2796.0|260.0|750.0|38.0|313.0|3.0|264.0|0.268|0.339|0.366|0.705|94.0||||||||| |||||*2H|False|1
441|Walt Dropo|19.0|10.0|13.0|3.3|6.6|5.0|53.8|1288.0|4124.0|478.0|1113.0|152.0|704.0|5.0|328.0|0.27|0.326|0.432|0.757|100.0||||||||| |||||*3H/5|False|1
442|Ned Garver|11.0|9.0|14.0|43.0|35.2|39.1|61.4|458.0|827.0|87.0|180.0|7.0|72.0|1.0|76.0|0.218|0.283|0.283|0.566|52.0|129.0|157.0|3.73|112.0|1.353|402.0|330.0|12.0|2477.1|2471.0|213.0|881.0|881.0|*1H/7|False|1
443|Billy Martin|18.0|13.0|11.0|3.0|7.0|5.0|57.1|1021.0|3419.0|425.0|877.0|64.0|333.0|34.0|188.0|0.257|0.3|0.369|0.669|81.0||||||||| |||||*465H/8|False|1
444|Walker Cooper|74.0|32.0|18.0|27.3|22.8|25.0|44.2|1473.0|4702.0|573.0|1341.0|173.0|812.0|18.0|309.0|0.285|0.332|0.464|0.796|116.0||||||||| |||||*2*H|False|10
445|Richie Ashburn|112.0|41.0|15.0|64.2|44.4|54.3|58.1|2189.0|8365.0|1322.0|2574.0|29.0|586.0|234.0|1198.0|0.308|0.396|0.382|0.778|111.0||||||||| |||||*8H79/4|False|15
446|Ewell Blackwell|39.0|10.0|10.0|26.7|27.0|26.8|61.4|237.0|443.0|31.0|77.0|1.0|22.0|0.0|12.0|0.174|0.196|0.212|0.408|10.0|82.0|78.0|3.3|120.0|1.296|236.0|169.0|11.0|1321.0|1150.0|67.0|562.0|839.0|1/H|False|3
447|Augie Galan|52.0|26.0|16.0|45.4|34.6|40.0|53.4|1742.0|5937.0|1004.0|1706.0|100.0|830.0|123.0|979.0|0.287|0.39|0.419|0.81|122.0||||||||| |||||*7*8H3549/6|False|2
448|Eddie Lopat|64.0|27.0|12.0|32.2|27.3|29.7|61.4|357.0|887.0|87.0|187.0|5.0|77.0|0.0|73.0|0.211|0.271|0.268|0.539|50.0|166.0|112.0|3.21|116.0|1.277|340.0|318.0|3.0|2439.1|2464.0|179.0|650.0|859.0|*1/H|False|5
449|Stan Musial|452.0|76.0|22.0|128.6|64.6|96.6|56.7|3026.0|10972.0|1949.0|3630.0|475.0|1951.0|78.0|1599.0|0.331|0.417|0.559|0.976|159.0|0.0|0.0||||1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|*3*7*9*8H/1|True|1
450|Early Wynn|141.0|44.0|23.0|61.0|38.8|49.9|61.4|796.0|1704.0|136.0|365.0|17.0|173.0|1.0|141.0|0.214|0.274|0.285|0.559|54.0|300.0|244.0|3.54|107.0|1.329|691.0|611.0|16.0|4564.0|4291.0|338.0|1775.0|2334.0|*1H|True|4
451|Gil Hodges|83.0|32.0|18.0|43.9|33.7|38.8|53.8|2071.0|7030.0|1105.0|1921.0|370.0|1274.0|63.0|943.0|0.273|0.359|0.487|0.846|120.0||||||||| |||||*3H275/948|False|15
452|Red Schoendienst|110.0|30.0|19.0|44.5|32.5|38.5|57.1|2216.0|8479.0|1223.0|2449.0|84.0|773.0|89.0|606.0|0.289|0.337|0.387|0.724|94.0||||||||| |||||*4H765/8|False|15
453|Minnie Minoso|104.0|37.0|20.0|53.8|39.8|46.8|53.4|1948.0|7059.0|1227.0|2113.0|195.0|1089.0|216.0|848.0|0.299|0.387|0.461|0.848|130.0||||||||| |||||*759H8/36D|False|15
454|Duke Snider|152.0|47.0|18.0|65.9|49.5|57.7|58.1|2143.0|7161.0|1259.0|2116.0|407.0|1333.0|99.0|971.0|0.295|0.38|0.54|0.919|140.0||||||||| |||||*89H7|True|11
455|Bobby Shantz|52.0|16.0|16.0|34.7|24.9|29.8|32.5|578.0|548.0|60.0|107.0|1.0|46.0|3.0|47.0|0.195|0.265|0.245|0.509|38.0|119.0|99.0|3.38|119.0|1.26|537.0|171.0|48.0|1935.2|1795.0|151.0|643.0|1072.0|*1H/8|False|5
456|Billy Pierce|82.0|35.0|18.0|53.3|37.8|45.6|61.4|616.0|1102.0|94.0|203.0|0.0|69.0|1.0|65.0|0.184|0.232|0.203|0.435|19.0|211.0|169.0|3.27|119.0|1.26|585.0|433.0|33.0|3306.2|2989.0|284.0|1178.0|1999.0|*1H/3|False|5
457|Vic Wertz|35.0|26.0|17.0|27.1|21.7|24.4|56.7|1862.0|6099.0|867.0|1692.0|266.0|1178.0|9.0|828.0|0.277|0.364|0.469|0.833|122.0||||||||| |||||*9*3H7/8|False|9
458|Yogi Berra|227.0|49.0|19.0|59.4|37.9|48.7|44.2|2120.0|7555.0|1175.0|2150.0|358.0|1430.0|30.0|704.0|0.285|0.348|0.482|0.83|125.0||||||||| |||||*2H79/35|True|2
459|Nellie Fox|163.0|32.0|19.0|49.5|37.2|43.3|57.1|2367.0|9232.0|1279.0|2663.0|35.0|790.0|76.0|719.0|0.288|0.348|0.363|0.71|94.0||||||||| |||||*4H/53|False|15
460|Harvey Haddix|30.0|20.0|14.0|33.3|26.8|30.0|61.4|531.0|798.0|95.0|169.0|4.0|64.0|4.0|46.0|0.212|0.255|0.296|0.551|47.0|136.0|113.0|3.63|108.0|1.233|453.0|286.0|20.0|2235.0|2154.0|240.0|601.0|1575.0|*1H/9|False|10
461|Roy Sievers|50.0|26.0|17.0|25.5|22.8|24.1|53.8|1887.0|6387.0|945.0|1703.0|318.0|1147.0|14.0|841.0|0.267|0.354|0.475|0.829|124.0||||||||| |||||*3*7H85/9|False|2
462|Wally Moon|25.0|21.0|12.0|24.9|25.7|25.3|53.4|1457.0|4843.0|737.0|1399.0|142.0|661.0|89.0|644.0|0.289|0.371|0.445|0.817|118.0||||||||| |||||*7*9H83|False|1
463|Vic Power|38.0|10.0|12.0|15.3|16.9|16.1|53.8|1627.0|6046.0|765.0|1716.0|126.0|658.0|45.0|279.0|0.284|0.315|0.411|0.725|97.0||||||||| |||||*345H87/96|False|2
464|Bill Bruton|20.0|14.0|12.0|26.3|19.4|22.8|58.1|1610.0|6056.0|937.0|1651.0|94.0|545.0|207.0|482.0|0.273|0.328|0.393|0.72|96.0||||||||| |||||*8H/79|False|1
465|Sandy Koufax|227.0|46.0|12.0|48.9|46.0|47.4|61.4|397.0|776.0|26.0|75.0|2.0|28.0|0.0|43.0|0.097|0.145|0.116|0.261|-26.0|165.0|87.0|2.76|131.0|1.106|397.0|314.0|9.0|2324.1|1754.0|204.0|817.0|2396.0|*1|True|1
466|Roy McMillan|27.0|16.0|16.0|25.8|20.1|23.0|55.4|2093.0|6752.0|739.0|1639.0|68.0|594.0|41.0|665.0|0.243|0.314|0.321|0.635|72.0||||||||| |||||*6H/54|False|3
467|Bobby Richardson|69.0|12.0|12.0|8.1|10.2|9.1|57.1|1412.0|5386.0|643.0|1432.0|34.0|390.0|73.0|262.0|0.266|0.299|0.335|0.634|77.0||||||||| |||||*4H5/6|False|3
468|Whitey Ford|209.0|56.0|16.0|57.1|34.6|45.8|61.4|500.0|1023.0|91.0|177.0|3.0|69.0|3.0|113.0|0.173|0.256|0.2|0.457|28.0|236.0|106.0|2.75|133.0|1.215|498.0|438.0|11.0|3170.1|2766.0|228.0|1086.0|1956.0|*1/H|True|2
469|Robin Roberts|128.0|47.0|19.0|86.1|55.1|70.6|61.4|688.0|1525.0|107.0|255.0|5.0|103.0|3.0|135.0|0.167|0.238|0.226|0.464|27.0|286.0|245.0|3.41|113.0|1.17|676.0|609.0|25.0|4688.2|4582.0|505.0|902.0|2357.0|*1/H|True|4
470|Lew Burdette|85.0|31.0|18.0|28.6|24.0|26.3|61.4|666.0|1011.0|101.0|185.0|12.0|75.0|2.0|32.0|0.183|0.216|0.253|0.469|29.0|203.0|144.0|3.66|99.0|1.243|626.0|373.0|32.0|3067.1|3186.0|289.0|628.0|1074.0|*1H|False|15
471|Vern Law|42.0|16.0|16.0|32.3|28.2|30.3|61.4|516.0|883.0|96.0|191.0|11.0|90.0|1.0|41.0|0.216|0.254|0.309|0.563|53.0|162.0|147.0|3.77|101.0|1.284|483.0|364.0|13.0|2672.0|2833.0|268.0|597.0|1092.0|*1H/9|False|7
472|Dick Groat|103.0|24.0|14.0|36.9|29.6|33.2|55.4|1929.0|7484.0|829.0|2138.0|39.0|707.0|14.0|490.0|0.286|0.33|0.366|0.696|89.0||||||||| |||||*6H/534|False|6
473|Curt Simmons|37.0|24.0|20.0|43.3|30.1|36.7|61.4|609.0|1135.0|93.0|194.0|1.0|76.0|2.0|59.0|0.171|0.213|0.196|0.408|11.0|193.0|183.0|3.54|111.0|1.307|569.0|462.0|5.0|3348.1|3313.0|255.0|1063.0|1697.0|*1H|False|2
474|Smoky Burgess|46.0|34.0|18.0|33.4|23.4|28.4|44.2|1691.0|4471.0|485.0|1318.0|126.0|673.0|13.0|477.0|0.295|0.362|0.446|0.807|116.0||||||||| |||||*2*H|False|2
475|Mickey Mantle|301.0|65.0|18.0|110.2|64.7|87.4|58.1|2401.0|8102.0|1676.0|2415.0|536.0|1509.0|153.0|1733.0|0.298|0.421|0.557|0.977|172.0||||||||| |||||*8397H/645|True|1
476|Eddie Mathews|162.0|54.0|17.0|96.1|53.9|75.0|55.7|2391.0|8537.0|1509.0|2315.0|512.0|1453.0|68.0|1444.0|0.271|0.376|0.509|0.885|143.0||||||||| |||||*53H7|True|5
477|Roger Maris|89.0|22.0|12.0|38.2|32.3|35.3|56.7|1463.0|5101.0|826.0|1325.0|275.0|850.0|21.0|652.0|0.26|0.345|0.476|0.822|127.0||||||||| |||||*98H/7|False|15
478|Don Larsen|26.0|6.0|14.0|18.4|16.4|17.4|32.5|480.0|596.0|65.0|144.0|14.0|72.0|0.0|43.0|0.242|0.291|0.371|0.662|81.0|81.0|91.0|3.78|99.0|1.4|412.0|171.0|23.0|1548.0|1442.0|130.0|725.0|849.0|*1H/7|False|15
479|Elston Howard|83.0|22.0|15.0|27.0|26.5|26.8|44.2|1625.0|5443.0|635.0|1491.0|168.0|775.0|10.0|376.0|0.274|0.321|0.427|0.748|107.0||||||||| |||||*27H39|False|15
480|Bill Virdon|11.0|9.0|12.0|19.7|17.7|18.7|58.1|1583.0|5980.0|735.0|1596.0|91.0|502.0|47.0|442.0|0.267|0.316|0.379|0.696|89.0||||||||| |||||*8H9/7|False|2
481|Rocky Colavito|82.0|30.0|14.0|44.5|35.4|40.0|56.7|1841.0|6503.0|971.0|1730.0|374.0|1159.0|19.0|951.0|0.266|0.359|0.489|0.848|132.0|1.0|0.0|0.0||1.059|2.0|0.0|0.0|5.2|1.0|0.0|5.0|2.0|*9*7H/31|False|2
482|Don Drysdale|134.0|42.0|14.0|67.1|44.7|55.9|61.4|547.0|1169.0|96.0|218.0|29.0|113.0|0.0|60.0|0.186|0.228|0.295|0.523|45.0|209.0|166.0|2.95|121.0|1.148|518.0|465.0|6.0|3432.0|3084.0|280.0|855.0|2486.0|*1H|True|10
483|Ken Boyer|87.0|36.0|15.0|62.8|46.2|54.5|55.7|2034.0|7455.0|1104.0|2143.0|282.0|1141.0|105.0|713.0|0.287|0.349|0.462|0.81|116.0||||||||| |||||*58H36|False|15
484|Bill White|63.0|23.0|13.0|38.6|32.0|35.3|53.8|1673.0|5972.0|843.0|1706.0|202.0|870.0|103.0|596.0|0.286|0.351|0.455|0.806|117.0||||||||| |||||*3H78/9|False|3
485|Johnny Podres|46.0|19.0|15.0|29.8|26.1|28.0|61.4|462.0|762.0|61.0|145.0|2.0|50.0|1.0|32.0|0.19|0.224|0.226|0.449|21.0|148.0|116.0|3.68|105.0|1.317|440.0|340.0|10.0|2265.0|2239.0|242.0|743.0|1435.0|*1/H|False|3
486|Roy Face|47.0|11.0|16.0|20.5|17.9|19.2|32.5|853.0|194.0|9.0|31.0|0.0|7.0|0.0|2.0|0.16|0.168|0.175|0.344|-6.0|104.0|95.0|3.48|109.0|1.243|848.0|27.0|191.0|1375.0|1347.0|141.0|362.0|877.0|*1/H|False|15
487|Del Crandall|82.0|26.0|16.0|28.1|24.3|26.2|44.2|1573.0|5026.0|585.0|1276.0|179.0|657.0|26.0|424.0|0.254|0.312|0.404|0.716|96.0||||||||| |||||*2H/397|False|4
488|Ernie Banks|170.0|46.0|19.0|67.7|52.0|59.9|55.4|2528.0|9421.0|1305.0|2583.0|512.0|1636.0|50.0|763.0|0.274|0.33|0.5|0.83|122.0||||||||| |||||*3*6H5/7|True|1
489|Jim Bunning|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|False|15
490|Harvey Kuenn|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|False|15
491|Curt Flood|59.0|16.0|15.0|41.9|32.7|37.3|58.1|1759.0|6357.0|851.0|1861.0|85.0|636.0|88.0|444.0|0.293|0.342|0.389|0.732|100.0||||||||| |||||*8H/5749|False|15
492|Camilo Pascual|67.0|22.0|18.0|40.9|38.2|39.6|61.4|542.0|967.0|71.0|198.0|5.0|81.0|0.0|46.0|0.205|0.243|0.264|0.506|40.0|174.0|170.0|3.63|103.0|1.287|529.0|404.0|10.0|2930.2|2703.0|256.0|1069.0|2167.0|*1/H|False|2
493|Hoyt Wilhelm|97.0|30.0|21.0|46.8|26.6|36.7|32.5|1070.0|432.0|24.0|38.0|1.0|21.0|0.0|26.0|0.088|0.139|0.106|0.246|-31.0|143.0|122.0|2.52|147.0|1.125|1070.0|52.0|228.0|2254.1|1757.0|150.0|778.0|1610.0|*1|True|8
494|Maury Wills|104.0|29.0|14.0|39.6|29.6|34.6|55.4|1942.0|7588.0|1067.0|2134.0|20.0|458.0|586.0|552.0|0.281|0.33|0.331|0.661|88.0||||||||| |||||*6*5H/4|False|15
495|Bill Mazeroski|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|False|15
496|Jim Maloney|50.0|29.0|12.0|37.5|36.9|37.2|61.4|321.0|628.0|51.0|126.0|7.0|53.0|2.0|33.0|0.201|0.241|0.28|0.521|44.0|134.0|84.0|3.19|115.0|1.259|302.0|262.0|4.0|1849.0|1518.0|138.0|810.0|1605.0|*1/H7|False|2
497|Denny McLain|93.0|26.0|10.0|19.3|22.2|20.8|61.4|285.0|616.0|32.0|82.0|1.0|31.0|1.0|25.0|0.133|0.166|0.153|0.318|-8.0|131.0|91.0|3.39|101.0|1.163|280.0|264.0|2.0|1886.0|1646.0|242.0|548.0|1282.0|1/H|False|3
498|Clete Boyer|11.0|11.0|16.0|27.6|23.6|25.6|55.7|1725.0|5780.0|645.0|1396.0|162.0|654.0|41.0|470.0|0.242|0.299|0.372|0.67|86.0||||||||| |||||*56H4|False|2
499|Pedro Ramos|3.0|10.0|15.0|21.9|19.9|20.9|61.4|696.0|703.0|76.0|109.0|15.0|56.0|2.0|22.0|0.155|0.182|0.24|0.423|15.0|117.0|160.0|4.08|95.0|1.311|582.0|268.0|54.0|2355.2|2364.0|316.0|724.0|1305.0|*1H|False|1
500|Mudcat Grant|30.0|18.0|14.0|21.1|17.9|19.5|61.4|667.0|759.0|80.0|135.0|6.0|65.0|2.0|37.0|0.178|0.216|0.24|0.456|27.0|145.0|119.0|3.63|100.0|1.286|571.0|293.0|54.0|2442.0|2292.0|292.0|849.0|1267.0|*1H|False|1
501|Willie Mays|376.0|76.0|23.0|156.1|73.5|114.8|58.1|3005.0|10924.0|2068.0|3293.0|660.0|1909.0|338.0|1468.0|0.301|0.384|0.557|0.94|155.0||||||||| |||||*8H3/7965|True|1
502|Luis Aparicio|150.0|36.0|18.0|55.9|32.7|44.3|55.4|2599.0|10230.0|1335.0|2677.0|83.0|791.0|506.0|736.0|0.262|0.311|0.343|0.653|82.0||||||||| |||||*6H|True|6
503|Ron Perranoski|34.0|13.0|13.0|18.2|21.0|19.6|32.5|730.0|167.0|6.0|16.0|0.0|3.0|0.0|10.0|0.096|0.147|0.114|0.261|-25.0|79.0|74.0|2.79|124.0|1.332|737.0|1.0|178.0|1174.2|1097.0|50.0|468.0|687.0|*1|False|1
504|Frank Howard|61.0|26.0|16.0|37.6|29.1|33.3|53.4|1895.0|6488.0|864.0|1774.0|382.0|1119.0|8.0|782.0|0.273|0.352|0.499|0.851|142.0||||||||| |||||*7*9*3HD|False|1
505|Milt Pappas|40.0|34.0|17.0|43.7|28.5|36.1|61.4|527.0|1073.0|72.0|132.0|20.0|67.0|1.0|36.0|0.123|0.157|0.197|0.354|-3.0|209.0|164.0|3.4|110.0|1.225|520.0|465.0|4.0|3186.0|3046.0|298.0|858.0|1728.0|*1/H4|False|1
506|Chris Short|31.0|15.0|15.0|28.7|28.4|28.5|61.4|465.0|697.0|29.0|88.0|0.0|24.0|1.0|14.0|0.126|0.146|0.139|0.285|-19.0|135.0|132.0|3.43|104.0|1.299|501.0|308.0|18.0|2325.0|2215.0|183.0|806.0|1629.0|*1/H2|False|1
507|Hal Lanier|1.0|12.0|10.0|-0.9|2.6|0.8|55.4|1196.0|3703.0|297.0|843.0|8.0|273.0|11.0|136.0|0.228|0.255|0.275|0.529|50.0||||||||| |||||*6*45/H3|False|1
508|Johnny Callison|36.0|16.0|16.0|38.4|34.4|36.4|56.7|1886.0|6652.0|926.0|1757.0|226.0|840.0|74.0|650.0|0.264|0.331|0.441|0.773|115.0||||||||| |||||*97H/8D|False|1
509|Bernie Allen|0.0|14.0|12.0|9.3|8.8|9.1|57.1|1139.0|3404.0|357.0|815.0|73.0|352.0|13.0|370.0|0.239|0.314|0.357|0.671|91.0||||||||| |||||*4H5/D|False|1
510|Jose Pagan|5.0|11.0|15.0|5.7|8.0|6.9|55.4|1326.0|3689.0|387.0|922.0|52.0|372.0|46.0|244.0|0.25|0.298|0.344|0.641|79.0||||||||| |||||*6*5H7/4932|False|1
511|Gene Alley|20.0|16.0|11.0|24.2|24.1|24.2|55.4|1195.0|3927.0|442.0|999.0|55.0|342.0|63.0|300.0|0.254|0.31|0.354|0.665|88.0||||||||| |||||*64H5|False|1
512|Jim Beauchamp|0.0|0.0|10.0|-1.4|-0.7|-1.1|53.4|393.0|661.0|79.0|153.0|14.0|90.0|6.0|54.0|0.231|0.288|0.334|0.622|75.0||||||||| |||||H37/89|False|1
513|Jeff Torborg|0.0|0.0|10.0|0.4|1.4|0.9|44.2|574.0|1391.0|78.0|297.0|8.0|101.0|3.0|103.0|0.214|0.268|0.265|0.533|57.0||||||||| |||||*2/H|False|1
514|Bobby Bolin|10.0|13.0|13.0|19.0|19.7|19.3|32.5|457.0|423.0|39.0|69.0|6.0|35.0|1.0|35.0|0.163|0.232|0.232|0.464|31.0|88.0|75.0|3.4|104.0|1.244|495.0|164.0|51.0|1576.0|1364.0|164.0|597.0|1175.0|*1/H|False|1
515|Jimmy Stewart|0.0|0.0|10.0|-1.2|0.8|-0.2|55.4|777.0|1420.0|164.0|336.0|8.0|112.0|38.0|139.0|0.237|0.306|0.305|0.611|71.0||||||||| |||||*H74685/392|False|1
516|John Stephenson|0.0|0.0|10.0|-2.3|-0.4|-1.4|44.2|451.0|989.0|83.0|214.0|12.0|93.0|0.0|63.0|0.216|0.271|0.296|0.567|65.0||||||||| |||||*2H/5789|False|1
517|Larry Stahl|0.0|2.0|10.0|2.2|2.8|2.5|53.4|730.0|1721.0|167.0|400.0|36.0|163.0|22.0|142.0|0.232|0.292|0.351|0.643|86.0||||||||| |||||*H7983|False|1
518|Ray Culp|16.0|17.0|11.0|15.0|17.5|16.3|61.4|312.0|602.0|40.0|74.0|1.0|34.0|0.0|26.0|0.123|0.161|0.148|0.308|-13.0|122.0|101.0|3.58|100.0|1.28|322.0|268.0|1.0|1898.1|1677.0|188.0|752.0|1411.0|*1|False|1
519|Eddie Fisher|10.0|15.0|15.0|10.0|11.0|10.5|32.5|664.0|246.0|11.0|30.0|0.0|8.0|0.0|10.0|0.122|0.156|0.15|0.307|-12.0|85.0|70.0|3.41|101.0|1.193|690.0|63.0|82.0|1538.2|1398.0|149.0|438.0|812.0|*1|False|1
520|Fred Gladding|2.0|17.0|13.0|6.9|7.5|7.2|32.5|450.0|63.0|1.0|1.0|0.0|3.0|0.0|0.0|0.016|0.016|0.016|0.031|-91.0|48.0|34.0|3.13|114.0|1.313|450.0|1.0|109.0|601.0|566.0|38.0|223.0|394.0|*1|False|1
521|Rich Reese|3.0|4.0|10.0|2.2|4.5|3.4|53.8|866.0|2020.0|248.0|512.0|52.0|245.0|16.0|158.0|0.253|0.312|0.384|0.695|95.0||||||||| |||||*3H7/9|False|1
522|Tommie Agee|17.0|11.0|12.0|25.4|26.3|25.9|58.1|1130.0|3912.0|558.0|999.0|130.0|433.0|167.0|342.0|0.255|0.32|0.412|0.732|109.0||||||||| |||||*89H7|False|1
523|Joe Pepitone|20.0|11.0|12.0|9.8|10.7|10.2|53.8|1397.0|5097.0|606.0|1315.0|219.0|721.0|41.0|302.0|0.258|0.301|0.432|0.733|105.0||||||||| |||||*3*89H7|False|1
524|Jerry May|0.0|0.0|10.0|5.3|6.0|5.6|44.2|556.0|1527.0|120.0|357.0|15.0|130.0|1.0|157.0|0.234|0.307|0.318|0.625|81.0||||||||| |||||*2H|False|1
525|Al Kaline|160.0|58.0|22.0|92.9|48.7|70.8|56.7|2834.0|10116.0|1622.0|3007.0|399.0|1582.0|137.0|1277.0|0.297|0.376|0.48|0.855|134.0||||||||| |||||*9*8HD3/75|True|1
526|Orlando Cepeda|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|False|15
