|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary
498|1977|Red Schoendienst HOF|9th|105|27.4%|110|30|19|44.5|32.5|38.5|57.1|2216|8479|1223|2449|84|773|89|606|.289|.337|.387|.724|94||||||||| |||||*4H765/8
499|1977|Lew Burdette|5th|85|22.2%|85|31|18|28.6|24.0|26.3|61.4|666|1011|101|185|12|75|2|32|.183|.216|.253|.469|29|203|144|3.66|99|1.243|626|373|32|3067.1|3186|289|628|1074|*1H
500|1977|Roger Maris|4th|82|21.4%|89|22|12|38.2|32.3|35.3|56.7|1463|5101|826|1325|275|850|21|652|.260|.345|.476|.822|127||||||||| |||||*98H/7
501|1977|Al Dark|12th|66|17.2%|51|26|14|43.9|33.7|38.8|55.4|1828|7219|1064|2089|126|757|59|430|.289|.333|.411|.744|98|0|0|18.00|33|2.000|1|1|0|1.0|1|1|1|0|*6*5H7/4391
502|1977|Harvey Kuenn|1st|57|14.9%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
503|1977|Ted Kluszewski|11th|55|14.4%|77|24|15|31.4|28.5|29.9|53.8|1718|5929|848|1766|279|1028|20|492|.298|.353|.498|.850|123||||||||| |||||*3H
504|1977|Mickey Vernon|12th|52|13.6%|72|33|20|35.6|25.7|30.6|53.8|2409|8731|1196|2495|172|1311|137|955|.286|.359|.428|.787|116||||||||| |||||*3H/79
505|1977|Walker Cooper|10th|45|11.7%|74|32|18|27.3|22.8|25.0|44.2|1473|4702|573|1341|173|812|18|309|.285|.332|.464|.796|116||||||||| |||||*2*H
506|1977|Elston Howard|4th|43|11.2%|83|22|15|27.0|26.5|26.8|44.2|1625|5443|635|1491|168|775|10|376|.274|.321|.427|.748|107||||||||| |||||*27H39
507|1977|Don Newcombe|12th|43|11.2%|83|28|12|38.9|34.8|36.8|61.4|471|917|99|246|15|109|2|90|.268|.336|.361|.697|83|153|96|3.57|114|1.207|360|305|7|2251.2|2188|255|530|1187|*1H
508|1977|Don Larsen|4th|39|10.2%|26|6|14|18.4|16.4|17.4|32.5|480|596|65|144|14|72|0|43|.242|.291|.371|.662|81|81|91|3.78|99|1.400|412|171|23|1548.0|1442|130|725|849|*1H/7
509|1977|Roy Face|2nd|33|8.6%|47|11|16|20.5|17.9|19.2|32.5|853|194|9|31|0|7|0|2|.160|.168|.175|.344|-6|104|95|3.48|109|1.243|848|27|191|1375.0|1347|141|362|877|*1/H
510|1977|Curt Flood|1st|16|4.2%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
511|1977|Ken Boyer|3rd|14|3.7%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
512|1977|Bobby Thomson|12th|10|2.6%|31|21|15|33.8|27.5|30.6|58.1|1779|6305|903|1705|264|1026|38|559|.270|.332|.462|.794|110||||||||| |||||*8*75H9/43
513|1977|Del Crandall|2nd|8|2.1%|82|26|16|28.1|24.3|26.2|44.2|1573|5026|585|1276|179|657|26|424|.254|.312|.404|.716|96||||||||| |||||*2H/397
514|1977|Harvey Haddix|7th|7|1.8%|30|20|14|33.3|26.8|30.0|61.4|531|798|95|169|4|64|4|46|.212|.255|.296|.551|47|136|113|3.63|108|1.233|453|286|20|2235.0|2154|240|601|1575|*1H/9
515|1977|Vern Law|5th|5|1.3%|42|16|16|32.3|28.2|30.3|61.4|516|883|96|191|11|90|1|41|.216|.254|.309|.563|53|162|147|3.77|101|1.284|483|364|13|2672.0|2833|268|597|1092|*1H/9
516|1977|X-Bill White|3rd|4|1.0%|63|23|13|38.6|32.0|35.3|53.8|1673|5972|843|1706|202|870|103|596|.286|.351|.455|.806|117||||||||| |||||*3H78/9
517|1977|Vic Wertz|8th|4|1.0%|35|26|17|27.1|21.7|24.4|56.7|1862|6099|867|1692|266|1178|9|828|.277|.364|.469|.833|122||||||||| |||||*9*3H7/8
518|1977|Dick Groat|5th|4|1.0%|103|24|14|36.9|29.6|33.2|55.4|1929|7484|829|2138|39|707|14|490|.286|.330|.366|.696|89||||||||| |||||*6H/534
519|1977|X-Johnny Podres|3rd|3|0.8%|46|19|15|29.8|26.1|28.0|61.4|462|762|61|145|2|50|1|32|.190|.224|.226|.449|21|148|116|3.68|105|1.317|440|340|10|2265.0|2239|242|743|1435|*1/H
520|1977|Camilo Pascual|1st|3|0.8%|67|22|18|40.9|38.2|39.6|61.4|542|967|71|198|5|81|0|46|.205|.243|.264|.506|40|174|170|3.63|103|1.287|529|404|10|2930.2|2703|256|1069|2167|*1/H
521|1978|Eddie Mathews|5th|301|79.4%|162|54|17|96.1|53.9|75.0|55.7|2391|8537|1509|2315|512|1453|68|1444|.271|.376|.509|.885|143||||||||| |||||*53H7
522|1978|Enos Slaughter HOF|13th|261|68.9%|90|41|19|57.8|37.4|47.6|56.7|2380|7946|1247|2383|169|1304|71|1018|.300|.382|.453|.834|124||||||||| |||||*9*7*H/8
523|1978|Duke Snider HOF|9th|254|67.0%|152|47|18|65.9|49.5|57.7|58.1|2143|7161|1259|2116|407|1333|99|971|.295|.380|.540|.919|140||||||||| |||||*89H7
524|1978|Gil Hodges HOF|10th|226|59.6%|83|32|18|43.9|33.7|38.8|53.8|2071|7030|1105|1921|370|1274|63|943|.273|.359|.487|.846|120||||||||| |||||*3H275/948
525|1978|Don Drysdale HOF|4th|219|57.8%|134|42|14|67.1|44.7|55.9|61.4|547|1169|96|218|29|113|0|60|.186|.228|.295|.523|45|209|166|2.95|121|1.148|518|465|6|3432.0|3084|280|855|2486|*1H
526|1978|Jim Bunning HOF|2nd|181|47.8%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
527|1978|X-Pee Wee Reese HOF|14th|169|44.6%|100|39|16|68.4|42.0|55.2|55.4|2166|8058|1338|2170|126|885|232|1210|.269|.366|.377|.743|99||||||||| |||||*65H
528|1978|Hoyt Wilhelm HOF|1st|158|41.7%|97|30|21|46.8|26.6|36.7|32.5|1070|432|24|38|1|21|0|26|.088|.139|.106|.246|-31|143|122|2.52|147|1.125|1070|52|228|2254.1|1757|150|778|1610|*1
529|1978|Richie Ashburn HOF|11th|158|41.7%|112|41|15|64.2|44.4|54.3|58.1|2189|8365|1322|2574|29|586|234|1198|.308|.396|.382|.778|111||||||||| |||||*8H79/4
530|1978|Nellie Fox HOF|8th|149|39.3%|163|32|19|49.5|37.2|43.3|57.1|2367|9232|1279|2663|35|790|76|719|.288|.348|.363|.710|94||||||||| |||||*4H/53
531|1978|Red Schoendienst HOF|10th|130|34.3%|110|30|19|44.5|32.5|38.5|57.1|2216|8479|1223|2449|84|773|89|606|.289|.337|.387|.724|94||||||||| |||||*4H765/8
532|1978|Maury Wills|1st|115|30.3%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
533|1978|Roger Maris|5th|83|21.9%|89|22|12|38.2|32.3|35.3|56.7|1463|5101|826|1325|275|850|21|652|.260|.345|.476|.822|127||||||||| |||||*98H/7
534|1978|Lew Burdette|6th|76|20.1%|85|31|18|28.6|24.0|26.3|61.4|666|1011|101|185|12|75|2|32|.183|.216|.253|.469|29|203|144|3.66|99|1.243|626|373|32|3067.1|3186|289|628|1074|*1H
535|1978|Mickey Vernon|13th|66|17.4%|72|33|20|35.6|25.7|30.6|53.8|2409|8731|1196|2495|172|1311|137|955|.286|.359|.428|.787|116||||||||| |||||*3H/79
536|1978|Al Dark|13th|60|15.8%|51|26|14|43.9|33.7|38.8|55.4|1828|7219|1064|2089|126|757|59|430|.289|.333|.411|.744|98|0|0|18.00|33|2.000|1|1|0|1.0|1|1|1|0|*6*5H7/4391
537|1978|Harvey Kuenn|2nd|58|15.3%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
538|1978|Ted Kluszewski|12th|51|13.5%|77|24|15|31.4|28.5|29.9|53.8|1718|5929|848|1766|279|1028|20|492|.298|.353|.498|.850|123||||||||| |||||*3H
539|1978|Don Newcombe|13th|48|12.7%|83|28|12|38.9|34.8|36.8|61.4|471|917|99|246|15|109|2|90|.268|.336|.361|.697|83|153|96|3.57|114|1.207|360|305|7|2251.2|2188|255|530|1187|*1H
540|1978|Elston Howard|5th|41|10.8%|83|22|15|27.0|26.5|26.8|44.2|1625|5443|635|1491|168|775|10|376|.274|.321|.427|.748|107||||||||| |||||*27H39
541|1978|Don Larsen|5th|32|8.4%|26|6|14|18.4|16.4|17.4|32.5|480|596|65|144|14|72|0|43|.242|.291|.371|.662|81|81|91|3.78|99|1.400|412|171|23|1548.0|1442|130|725|849|*1H/7
542|1978|Roy Face|3rd|27|7.1%|47|11|16|20.5|17.9|19.2|32.5|853|194|9|31|0|7|0|2|.160|.168|.175|.344|-6|104|95|3.48|109|1.243|848|27|191|1375.0|1347|141|362|877|*1/H
543|1978|Bill Mazeroski HOF|1st|23|6.1%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
544|1978|Ken Boyer|4th|18|4.7%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
545|1978|Curt Flood|2nd|8|2.1%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
546|1978|Harvey Haddix|8th|7|1.8%|30|20|14|33.3|26.8|30.0|61.4|531|798|95|169|4|64|4|46|.212|.255|.296|.551|47|136|113|3.63|108|1.233|453|286|20|2235.0|2154|240|601|1575|*1H/9
547|1978|Vern Law|6th|6|1.6%|42|16|16|32.3|28.2|30.3|61.4|516|883|96|191|11|90|1|41|.216|.254|.309|.563|53|162|147|3.77|101|1.284|483|364|13|2672.0|2833|268|597|1092|*1H/9
548|1978|Del Crandall|3rd|6|1.6%|82|26|16|28.1|24.3|26.2|44.2|1573|5026|585|1276|179|657|26|424|.254|.312|.404|.716|96||||||||| |||||*2H/397
549|1978|Bobby Thomson|13th|5|1.3%|31|21|15|33.8|27.5|30.6|58.1|1779|6305|903|1705|264|1026|38|559|.270|.332|.462|.794|110||||||||| |||||*8*75H9/43
550|1978|X-Vic Wertz|9th|4|1.1%|35|26|17|27.1|21.7|24.4|56.7|1862|6099|867|1692|266|1178|9|828|.277|.364|.469|.833|122||||||||| |||||*9*3H7/8
551|1978|X-Dick Groat|6th|3|0.8%|103|24|14|36.9|29.6|33.2|55.4|1929|7484|829|2138|39|707|14|490|.286|.330|.366|.696|89||||||||| |||||*6H/534
552|1978|Jim Maloney|1st|2|0.5%|50|29|12|37.5|36.9|37.2|61.4|321|628|51|126|7|53|2|33|.201|.241|.280|.521|44|134|84|3.19|115|1.259|302|262|4|1849.0|1518|138|810|1605|*1/H7
553|1978|Denny McLain|1st|1|0.3%|93|26|10|19.3|22.2|20.8|61.4|285|616|32|82|1|31|1|25|.133|.166|.153|.318|-8|131|91|3.39|101|1.163|280|264|2|1886.0|1646|242|548|1282|1/H
554|1978|X-Camilo Pascual|2nd|1|0.3%|67|22|18|40.9|38.2|39.6|61.4|542|967|71|198|5|81|0|46|.205|.243|.264|.506|40|174|170|3.63|103|1.287|529|404|10|2930.2|2703|256|1069|2167|*1/H
555|1978|Clete Boyer|1st|1|0.3%|11|11|16|27.6|23.6|25.6|55.7|1725|5780|645|1396|162|654|41|470|.242|.299|.372|.670|86||||||||| |||||*56H4
556|1978|X-Pedro Ramos|1st|0|0.0%|3|10|15|21.9|19.9|20.9|61.4|696|703|76|109|15|56|2|22|.155|.182|.240|.423|15|117|160|4.08|95|1.311|582|268|54|2355.2|2364|316|724|1305|*1H
557|1978|X-Mudcat Grant|1st|0|0.0%|30|18|14|21.1|17.9|19.5|61.4|667|759|80|135|6|65|2|37|.178|.216|.240|.456|27|145|119|3.63|100|1.286|571|293|54|2442.0|2292|292|849|1267|*1H
558|1979|Willie Mays|1st|409|94.7%|376|76|23|156.1|73.5|114.8|58.1|3005|10924|2068|3293|660|1909|338|1468|.301|.384|.557|.940|155||||||||| |||||*8H3/7965
559|1979|Duke Snider HOF|10th|308|71.3%|152|47|18|65.9|49.5|57.7|58.1|2143|7161|1259|2116|407|1333|99|971|.295|.380|.540|.919|140||||||||| |||||*89H7
560|1979|Enos Slaughter HOF|14th|297|68.8%|90|41|19|57.8|37.4|47.6|56.7|2380|7946|1247|2383|169|1304|71|1018|.300|.382|.453|.834|124||||||||| |||||*9*7*H/8
561|1979|Gil Hodges HOF|11th|242|56.0%|83|32|18|43.9|33.7|38.8|53.8|2071|7030|1105|1921|370|1274|63|943|.273|.359|.487|.846|120||||||||| |||||*3H275/948
562|1979|Don Drysdale HOF|5th|233|53.9%|134|42|14|67.1|44.7|55.9|61.4|547|1169|96|218|29|113|0|60|.186|.228|.295|.523|45|209|166|2.95|121|1.148|518|465|6|3432.0|3084|280|855|2486|*1H
563|1979|Nellie Fox HOF|9th|174|40.3%|163|32|19|49.5|37.2|43.3|57.1|2367|9232|1279|2663|35|790|76|719|.288|.348|.363|.710|94||||||||| |||||*4H/53
564|1979|Hoyt Wilhelm HOF|2nd|168|38.9%|97|30|21|46.8|26.6|36.7|32.5|1070|432|24|38|1|21|0|26|.088|.139|.106|.246|-31|143|122|2.52|147|1.125|1070|52|228|2254.1|1757|150|778|1610|*1
565|1979|Maury Wills|2nd|166|38.4%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
566|1979|Red Schoendienst HOF|11th|159|36.8%|110|30|19|44.5|32.5|38.5|57.1|2216|8479|1223|2449|84|773|89|606|.289|.337|.387|.724|94||||||||| |||||*4H765/8
567|1979|Jim Bunning HOF|3rd|147|34.0%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
568|1979|Richie Ashburn HOF|12th|130|30.1%|112|41|15|64.2|44.4|54.3|58.1|2189|8365|1322|2574|29|586|234|1198|.308|.396|.382|.778|111||||||||| |||||*8H79/4
569|1979|Roger Maris|6th|127|29.4%|89|22|12|38.2|32.3|35.3|56.7|1463|5101|826|1325|275|850|21|652|.260|.345|.476|.822|127||||||||| |||||*98H/7
570|1979|Luis Aparicio HOF|1st|120|27.8%|150|36|18|55.9|32.7|44.3|55.4|2599|10230|1335|2677|83|791|506|736|.262|.311|.343|.653|82||||||||| |||||*6H
571|1979|Mickey Vernon|14th|88|20.4%|72|33|20|35.6|25.7|30.6|53.8|2409|8731|1196|2495|172|1311|137|955|.286|.359|.428|.787|116||||||||| |||||*3H/79
572|1979|Al Dark|14th|80|18.5%|51|26|14|43.9|33.7|38.8|55.4|1828|7219|1064|2089|126|757|59|430|.289|.333|.411|.744|98|0|0|18.00|33|2.000|1|1|0|1.0|1|1|1|0|*6*5H7/4391
573|1979|Harvey Kuenn|3rd|63|14.6%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
574|1979|Ted Kluszewski|13th|58|13.4%|77|24|15|31.4|28.5|29.9|53.8|1718|5929|848|1766|279|1028|20|492|.298|.353|.498|.850|123||||||||| |||||*3H
575|1979|Don Larsen|6th|53|12.3%|26|6|14|18.4|16.4|17.4|32.5|480|596|65|144|14|72|0|43|.242|.291|.371|.662|81|81|91|3.78|99|1.400|412|171|23|1548.0|1442|130|725|849|*1H/7
576|1979|Lew Burdette|7th|53|12.3%|85|31|18|28.6|24.0|26.3|61.4|666|1011|101|185|12|75|2|32|.183|.216|.253|.469|29|203|144|3.66|99|1.243|626|373|32|3067.1|3186|289|628|1074|*1H
577|1979|Don Newcombe|14th|52|12.0%|83|28|12|38.9|34.8|36.8|61.4|471|917|99|246|15|109|2|90|.268|.336|.361|.697|83|153|96|3.57|114|1.207|360|305|7|2251.2|2188|255|530|1187|*1H
578|1979|Bill Mazeroski HOF|2nd|36|8.3%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
579|1979|Roy Face|4th|35|8.1%|47|11|16|20.5|17.9|19.2|32.5|853|194|9|31|0|7|0|2|.160|.168|.175|.344|-6|104|95|3.48|109|1.243|848|27|191|1375.0|1347|141|362|877|*1/H
580|1979|Elston Howard|6th|30|6.9%|83|22|15|27.0|26.5|26.8|44.2|1625|5443|635|1491|168|775|10|376|.274|.321|.427|.748|107||||||||| |||||*27H39
581|1979|Ken Boyer|5th|20|4.6%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
582|1979|Curt Flood|3rd|14|3.2%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
583|1979|X-Bobby Thomson|14th|11|2.5%|31|21|15|33.8|27.5|30.6|58.1|1779|6305|903|1705|264|1026|38|559|.270|.332|.462|.794|110||||||||| |||||*8*75H9/43
584|1979|X-Del Crandall|4th|9|2.1%|82|26|16|28.1|24.3|26.2|44.2|1573|5026|585|1276|179|657|26|424|.254|.312|.404|.716|96||||||||| |||||*2H/397
585|1979|X-Vern Law|7th|9|2.1%|42|16|16|32.3|28.2|30.3|61.4|516|883|96|191|11|90|1|41|.216|.254|.309|.563|53|162|147|3.77|101|1.284|483|364|13|2672.0|2833|268|597|1092|*1H/9
586|1979|Harvey Haddix|9th|8|1.9%|30|20|14|33.3|26.8|30.0|61.4|531|798|95|169|4|64|4|46|.212|.255|.296|.551|47|136|113|3.63|108|1.233|453|286|20|2235.0|2154|240|601|1575|*1H/9
587|1979|X-Ron Perranoski|1st|6|1.4%|34|13|13|18.2|21.0|19.6|32.5|730|167|6|16|0|3|0|10|.096|.147|.114|.261|-25|79|74|2.79|124|1.332|737|1|178|1174.2|1097|50|468|687|*1
588|1979|X-Frank Howard|1st|6|1.4%|61|26|16|37.6|29.1|33.3|53.4|1895|6488|864|1774|382|1119|8|782|.273|.352|.499|.851|142||||||||| |||||*7*9*3HD
589|1979|X-Milt Pappas|1st|5|1.2%|40|34|17|43.7|28.5|36.1|61.4|527|1073|72|132|20|67|1|36|.123|.157|.197|.354|-3|209|164|3.40|110|1.225|520|465|4|3186.0|3046|298|858|1728|*1/H4
590|1979|X-Clete Boyer|2nd|3|0.7%|11|11|16|27.6|23.6|25.6|55.7|1725|5780|645|1396|162|654|41|470|.242|.299|.372|.670|86||||||||| |||||*56H4
591|1979|Denny McLain|2nd|3|0.7%|93|26|10|19.3|22.2|20.8|61.4|285|616|32|82|1|31|1|25|.133|.166|.153|.318|-8|131|91|3.39|101|1.163|280|264|2|1886.0|1646|242|548|1282|1/H
592|1979|X-Jim Maloney|2nd|2|0.5%|50|29|12|37.5|36.9|37.2|61.4|321|628|51|126|7|53|2|33|.201|.241|.280|.521|44|134|84|3.19|115|1.259|302|262|4|1849.0|1518|138|810|1605|*1/H7
593|1979|X-Chris Short|1st|1|0.2%|31|15|15|28.7|28.4|28.5|61.4|465|697|29|88|0|24|1|14|.126|.146|.139|.285|-19|135|132|3.43|104|1.299|501|308|18|2325.0|2215|183|806|1629|*1/H2
594|1979|X-Hal Lanier|1st|1|0.2%|1|12|10|-0.9|2.6|0.8|55.4|1196|3703|297|843|8|273|11|136|.228|.255|.275|.529|50||||||||| |||||*6*45/H3
595|1979|X-Johnny Callison|1st|1|0.2%|36|16|16|38.4|34.4|36.4|56.7|1886|6652|926|1757|226|840|74|650|.264|.331|.441|.773|115||||||||| |||||*97H/8D
596|1979|X-Bernie Allen|1st|0|0.0%|0|14|12|9.3|8.8|9.1|57.1|1139|3404|357|815|73|352|13|370|.239|.314|.357|.671|91||||||||| |||||*4H5/D
597|1979|X-Jose Pagan|1st|0|0.0%|5|11|15|5.7|8.0|6.9|55.4|1326|3689|387|922|52|372|46|244|.250|.298|.344|.641|79||||||||| |||||*6*5H7/4932
598|1979|X-Gene Alley|1st|0|0.0%|20|16|11|24.2|24.1|24.2|55.4|1195|3927|442|999|55|342|63|300|.254|.310|.354|.665|88||||||||| |||||*64H5
599|1979|X-Jim Beauchamp|1st|0|0.0%|0|0|10|-1.4|-0.7|-1.1|53.4|393|661|79|153|14|90|6|54|.231|.288|.334|.622|75||||||||| |||||H37/89
600|1979|X-Jeff Torborg|1st|0|0.0%|0|0|10|0.4|1.4|0.9|44.2|574|1391|78|297|8|101|3|103|.214|.268|.265|.533|57||||||||| |||||*2/H
601|1979|X-Bobby Bolin|1st|0|0.0%|10|13|13|19.0|19.7|19.3|32.5|457|423|39|69|6|35|1|35|.163|.232|.232|.464|31|88|75|3.40|104|1.244|495|164|51|1576.0|1364|164|597|1175|*1/H
602|1979|X-Jimmy Stewart|1st|0|0.0%|0|0|10|-1.2|0.8|-0.2|55.4|777|1420|164|336|8|112|38|139|.237|.306|.305|.611|71||||||||| |||||*H74685/392
603|1979|X-John Stephenson|1st|0|0.0%|0|0|10|-2.3|-0.4|-1.4|44.2|451|989|83|214|12|93|0|63|.216|.271|.296|.567|65||||||||| |||||*2H/5789
604|1979|X-Larry Stahl|1st|0|0.0%|0|2|10|2.2|2.8|2.5|53.4|730|1721|167|400|36|163|22|142|.232|.292|.351|.643|86||||||||| |||||*H7983
605|1979|X-Ray Culp|1st|0|0.0%|16|17|11|15.0|17.5|16.3|61.4|312|602|40|74|1|34|0|26|.123|.161|.148|.308|-13|122|101|3.58|100|1.280|322|268|1|1898.1|1677|188|752|1411|*1
606|1979|X-Eddie Fisher|1st|0|0.0%|10|15|15|10.0|11.0|10.5|32.5|664|246|11|30|0|8|0|10|.122|.156|.150|.307|-12|85|70|3.41|101|1.193|690|63|82|1538.2|1398|149|438|812|*1
607|1979|X-Fred Gladding|1st|0|0.0%|2|17|13|6.9|7.5|7.2|32.5|450|63|1|1|0|3|0|0|.016|.016|.016|.031|-91|48|34|3.13|114|1.313|450|1|109|601.0|566|38|223|394|*1
608|1979|X-Rich Reese|1st|0|0.0%|3|4|10|2.2|4.5|3.4|53.8|866|2020|248|512|52|245|16|158|.253|.312|.384|.695|95||||||||| |||||*3H7/9
609|1979|X-Tommie Agee|1st|0|0.0%|17|11|12|25.4|26.3|25.9|58.1|1130|3912|558|999|130|433|167|342|.255|.320|.412|.732|109||||||||| |||||*89H7
610|1979|X-Joe Pepitone|1st|0|0.0%|20|11|12|9.8|10.7|10.2|53.8|1397|5097|606|1315|219|721|41|302|.258|.301|.432|.733|105||||||||| |||||*3*89H7
611|1979|X-Jerry May|1st|0|0.0%|0|0|10|5.3|6.0|5.6|44.2|556|1527|120|357|15|130|1|157|.234|.307|.318|.625|81||||||||| |||||*2H
612|1980|Al Kaline|1st|340|88.3%|160|58|22|92.9|48.7|70.8|56.7|2834|10116|1622|3007|399|1582|137|1277|.297|.376|.480|.855|134||||||||| |||||*9*8HD3/75
613|1980|Duke Snider|11th|333|86.5%|152|47|18|65.9|49.5|57.7|58.1|2143|7161|1259|2116|407|1333|99|971|.295|.380|.540|.919|140||||||||| |||||*89H7
614|1980|Don Drysdale HOF|6th|238|61.8%|134|42|14|67.1|44.7|55.9|61.4|547|1169|96|218|29|113|0|60|.186|.228|.295|.523|45|209|166|2.95|121|1.148|518|465|6|3432.0|3084|280|855|2486|*1H
615|1980|Gil Hodges HOF|12th|230|59.7%|83|32|18|43.9|33.7|38.8|53.8|2071|7030|1105|1921|370|1274|63|943|.273|.359|.487|.846|120||||||||| |||||*3H275/948
616|1980|Hoyt Wilhelm HOF|3rd|209|54.3%|97|30|21|46.8|26.6|36.7|32.5|1070|432|24|38|1|21|0|26|.088|.139|.106|.246|-31|143|122|2.52|147|1.125|1070|52|228|2254.1|1757|150|778|1610|*1
617|1980|Jim Bunning HOF|4th|177|46.0%|98|42|17|59.5|48.9|54.2|61.4|601|1275|82|213|7|75|0|34|.167|.188|.206|.395|9|224|184|3.27|115|1.179|591|519|16|3760.1|3433|372|1000|2855|*1/H
618|1980|Red Schoendienst HOF|12th|164|42.6%|110|30|19|44.5|32.5|38.5|57.1|2216|8479|1223|2449|84|773|89|606|.289|.337|.387|.724|94||||||||| |||||*4H765/8
619|1980|Nellie Fox HOF|10th|161|41.8%|163|32|19|49.5|37.2|43.3|57.1|2367|9232|1279|2663|35|790|76|719|.288|.348|.363|.710|94||||||||| |||||*4H/53
620|1980|Maury Wills|3rd|146|37.9%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
621|1980|Richie Ashburn HOF|13th|134|34.8%|112|41|15|64.2|44.4|54.3|58.1|2189|8365|1322|2574|29|586|234|1198|.308|.396|.382|.778|111||||||||| |||||*8H79/4
622|1980|Luis Aparicio HOF|2nd|124|32.2%|150|36|18|55.9|32.7|44.3|55.4|2599|10230|1335|2677|83|791|506|736|.262|.311|.343|.653|82||||||||| |||||*6H
623|1980|Roger Maris|7th|111|28.8%|89|22|12|38.2|32.3|35.3|56.7|1463|5101|826|1325|275|850|21|652|.260|.345|.476|.822|127||||||||| |||||*98H/7
624|1980|X-Mickey Vernon|15th|96|24.9%|72|33|20|35.6|25.7|30.6|53.8|2409|8731|1196|2495|172|1311|137|955|.286|.359|.428|.787|116||||||||| |||||*3H/79
625|1980|Harvey Kuenn|4th|83|21.6%|100|27|15|26.0|22.1|24.0|55.4|1833|6913|950|2092|87|671|68|594|.303|.357|.408|.765|108||||||||| |||||*6*7*98H53
626|1980|Lew Burdette|8th|66|17.1%|85|31|18|28.6|24.0|26.3|61.4|666|1011|101|185|12|75|2|32|.183|.216|.253|.469|29|203|144|3.66|99|1.243|626|373|32|3067.1|3186|289|628|1074|*1H
627|1980|X-Don Newcombe|15th|59|15.3%|83|28|12|38.9|34.8|36.8|61.4|471|917|99|246|15|109|2|90|.268|.336|.361|.697|83|153|96|3.57|114|1.207|360|305|7|2251.2|2188|255|530|1187|*1H
628|1980|Ted Kluszewski|14th|50|13.0%|77|24|15|31.4|28.5|29.9|53.8|1718|5929|848|1766|279|1028|20|492|.298|.353|.498|.850|123||||||||| |||||*3H
629|1980|Orlando Cepeda HOF|1st|48|12.5%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
630|1980|X-Al Dark|15th|43|11.2%|51|26|14|43.9|33.7|38.8|55.4|1828|7219|1064|2089|126|757|59|430|.289|.333|.411|.744|98|0|0|18.00|33|2.000|1|1|0|1.0|1|1|1|0|*6*5H7/4391
631|1980|Bill Mazeroski HOF|3rd|33|8.6%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
